LOT-SampleCode;Genus;Species;Family;TreeZone
LOT03-06487/H;Oleandra;Oleandra pilosa;Oleandraceae;4
LOT03-06487/T;Oleandra;Oleandra pilosa;Oleandraceae;4
LOT03-06545;Oleandra;Oleandra pilosa;Oleandraceae;5
LOT03-064116/R;Oleandra;Oleandra pilosa;Oleandraceae;4
LOT03-06487/D;Oleandra;Oleandra pilosa;Oleandraceae;4
LOT03-06516;Oleandra;Oleandra pilosa;Oleandraceae;5
LOT03-06487/D;Oleandra;Oleandra pilosa;Oleandraceae;4
LOT03-064128/D;Oleandra;Oleandra pilosa;Oleandraceae;4
LOT03-064116/H;Oleandra;Oleandra pilosa;Oleandraceae;4
LOT03-06549/H;Oleandra;Oleandra pilosa;Oleandraceae;5
LOT03-06487/P;Oleandra;Oleandra pilosa;Oleandraceae;4
LOT03-064128/H;Oleandra;Oleandra pilosa;Oleandraceae;4
LOT03-064128/P;Oleandra;Oleandra pilosa;Oleandraceae;4
LOT03-064128/R;Oleandra;Oleandra pilosa;Oleandraceae;4
LOT03-064128/T;Oleandra;Oleandra pilosa;Oleandraceae;4
LOT03-06549/T;Oleandra;Oleandra pilosa;Oleandraceae;5
LOT03-06487/R;Oleandra;Oleandra pilosa;Oleandraceae;4
LOT03-06406/H;Oleandra;Oleandra sp. GC1;Oleandraceae;4
LOT01-3442/H2;Oreopanax;Oreopanax capitatus;Araliaceae;0
LOT01-3442/H1;Oreopanax;Oreopanax capitatus;Araliaceae;0
LOT01-3421/H1;Oreopanax;Oreopanax capitatus;Araliaceae;0
LOT01-3466/H2;Oreopanax;Oreopanax capitatus;Araliaceae;0
LOT01-3466/H1;Oreopanax;Oreopanax capitatus;Araliaceae;0
LOT03-21564/P;Ornithidium;Ornithidium aureum;Orchidaceae;5
LOT03-21564/C;Ornithidium;Ornithidium aureum;Orchidaceae;5
LOT03-21564/H;Ornithidium;Ornithidium aureum;Orchidaceae;5
LOT03-21585/O;Ornithidium;Ornithidium aureum;Orchidaceae;5
LOT03-45558/H;Ornithidium;Ornithidium cf. quitense;Orchidaceae;5
LOT03-45571/H;Ornithidium;Ornithidium pendens;Orchidaceae;5
LOT03-455308/O;Ornithidium;Ornithidium pendens;Orchidaceae;5
LOT03-455324/O;Ornithidium;Ornithidium pendens;Orchidaceae;5
LOT03-455329/O;Ornithidium;Ornithidium pendens;Orchidaceae;5
LOT03-455352/O;Ornithidium;Ornithidium pendens;Orchidaceae;5
LOT03-455356/O;Ornithidium;Ornithidium pendens;Orchidaceae;5
LOT03-21550/O;Ornithidium;Ornithidium pendens;Orchidaceae;5
LOT03-455357/O;Ornithidium;Ornithidium pendens;Orchidaceae;5
LOT03-455384/O;Ornithidium;Ornithidium pendens;Orchidaceae;5
LOT03-455410/O;Ornithidium;Ornithidium pendens;Orchidaceae;5
LOT03-215231/C;Ornithidium;Ornithidium pendens;Orchidaceae;5
LOT03-45556/C;Ornithidium;Ornithidium pendens;Orchidaceae;5
LOT03-45556/H;Ornithidium;Ornithidium pendens;Orchidaceae;5
LOT03-215231/H;Ornithidium;Ornithidium pendens;Orchidaceae;5
LOT03-455348/O;Ornithidium;Ornithidium pendens;Orchidaceae;5
LOT03-45571/C;Ornithidium;Ornithidium pendens;Orchidaceae;5
LOT03-21651/O;Ornithidium;Ornithidium pendens;Orchidaceae;6
LOT03-456315/O;Ornithidium;Ornithidium pendens;Orchidaceae;6
LOT03-454300/O;Ornithidium;Ornithidium pendens;Orchidaceae;4
LOT03-456440/O;Ornithidium;Ornithidium pendens;Orchidaceae;6
LOT03-456401/O;Ornithidium;Ornithidium pendens;Orchidaceae;6
LOT03-45686/C;Ornithidium;Ornithidium pendens;Orchidaceae;6
LOT03-456392/O;Ornithidium;Ornithidium pendens;Orchidaceae;6
LOT03-45686/H;Ornithidium;Ornithidium pendens;Orchidaceae;6
LOT03-456382/O;Ornithidium;Ornithidium pendens;Orchidaceae;6
LOT03-456374/O;Ornithidium;Ornithidium pendens;Orchidaceae;6
LOT03-455319/O;Ornithidium;Ornithidium pendens;Orchidaceae;5
LOT03-45562/H;Ornithidium;Ornithidium pustulosum;Orchidaceae;5
LOT03-455332/O;Ornithidium;Ornithidium pustulosum;Orchidaceae;5
LOT03-455354/O;Ornithidium;Ornithidium pustulosum;Orchidaceae;5
LOT03-455326/O;Ornithidium;Ornithidium pustulosum;Orchidaceae;5
LOT03-45562/C;Ornithidium;Ornithidium pustulosum;Orchidaceae;5
LOT03-455321/O;Ornithidium;Ornithidium pustulosum;Orchidaceae;5
LOT03-455380/O;Ornithidium;Ornithidium pustulosum;Orchidaceae;5
LOT03-45555/C;Ornithidium;Ornithidium pustulosum;Orchidaceae;5
LOT03-455409/O;Ornithidium;Ornithidium pustulosum;Orchidaceae;5
LOT03-45555/H;Ornithidium;Ornithidium pustulosum;Orchidaceae;5
LOT03-456306/O;Ornithidium;Ornithidium pustulosum;Orchidaceae;6
LOT03-456313/O;Ornithidium;Ornithidium pustulosum;Orchidaceae;6
LOT03-456422/O;Ornithidium;Ornithidium pustulosum;Orchidaceae;6
LOT03-456432/O;Ornithidium;Ornithidium pustulosum;Orchidaceae;6
LOT03-45683/H;Ornithidium;Ornithidium pustulosum;Orchidaceae;6
LOT03-456373/O;Ornithidium;Ornithidium pustulosum;Orchidaceae;6
LOT03-456424/O;Ornithidium;Ornithidium pustulosum;Orchidaceae;6
LOT03-45683/C;Ornithidium;Ornithidium pustulosum;Orchidaceae;6
LOT03-455341/O;Ornithidium;Ornithidium pustulosum;Orchidaceae;5
LOT03-456396/O;Ornithidium;Ornithidium pustulosum;Orchidaceae;6
LOT03-456388/O;Ornithidium;Ornithidium pustulosum;Orchidaceae;6
LOT03-21586/O;Ornithidium;Ornithidium quitense;Orchidaceae;5
LOT03-455127/C;Ornithidium;Ornithidium quitense;Orchidaceae;5
LOT03-45580/H;Ornithidium;Ornithidium quitense;Orchidaceae;5
LOT03-45434/H;Ornithidium;Ornithidium quitense;Orchidaceae;4
LOT03-21655/O;Ornithidium;Ornithidium quitense;Orchidaceae;6
LOT03-455127/H;Ornithidium;Ornithidium quitense;Orchidaceae;5
LOT03-456314/O;Ornithidium;Ornithidium quitense;Orchidaceae;6
LOT03-456416/O;Ornithidium;Ornithidium quitense;Orchidaceae;6
LOT03-456400/O;Ornithidium;Ornithidium quitense;Orchidaceae;6
LOT03-456393/O;Ornithidium;Ornithidium quitense;Orchidaceae;6
LOT03-455342/O;Ornithidium;Ornithidium quitense;Orchidaceae;5
LOT02-211133/O;Oxalis;Oxalis spiralis;Oxalidaceae;1
LOT02-451137/H;Oxalis;Oxalis spiralis;Oxalidaceae;1
LOT01-3465/H2;Paradrymonia;Paradrymonia ciliosa;Gesneriaceae;0
LOT01-3465/H1;Paradrymonia;Paradrymonia ciliosa;Gesneriaceae;0
LOT02-453170/P;Paullinia;Paullinia obovata;Sapindaceae;3
LOT02-453170/H;Paullinia;Paullinia obovata;Sapindaceae;3
LOT02-453129/P;Paullinia;Paullinia obovata;Sapindaceae;3
LOT02-453129/H;Paullinia;Paullinia obovata;Sapindaceae;3
LOT03-21442/H;Peperomia;Peperomia cf. cachabiana;Piperaceae;4
LOT03-214142/H;Peperomia;Peperomia cf. cachabiana;Piperaceae;4
LOT03-214143/C;Peperomia;Peperomia cf. cachabiana;Piperaceae;4
LOT01-3405/H1;Peperomia;Peperomia ciliaris;Piperaceae;0
LOT01-3405/H2;Peperomia;Peperomia ciliaris;Piperaceae;0
LOT03-21444/H;Peperomia;Peperomia eburnea;Piperaceae;4
LOT03-21444/C;Peperomia;Peperomia eburnea;Piperaceae;4
LOT03-45407/H;Peperomia;Peperomia eburnea;Piperaceae;4
LOT03-45407/C;Peperomia;Peperomia eburnea;Piperaceae;4
LOT03-45422/C;Peperomia;Peperomia eburnea;Piperaceae;4
LOT03-21441/C;Peperomia;Peperomia eburnea;Piperaceae;4
LOT03-45413/H;Peperomia;Peperomia eburnea;Piperaceae;4
LOT03-45422/H;Peperomia;Peperomia eburnea;Piperaceae;4
LOT03-45433/H;Peperomia;Peperomia eburnea;Piperaceae;4
LOT03-454350/O;Peperomia;Peperomia eburnea;Piperaceae;4
LOT03-21441/H;Peperomia;Peperomia eburnea;Piperaceae;4
LOT01-3454/H2;Peperomia;Peperomia obtusifolia;Piperaceae;0
LOT01-3410/H1;Peperomia;Peperomia obtusifolia;Piperaceae;0
LOT01-3410/H2;Peperomia;Peperomia obtusifolia;Piperaceae;0
LOT01-3454/H1;Peperomia;Peperomia obtusifolia;Piperaceae;0
LOT01-3487/H1;Peperomia;Peperomia peltoidea;Piperaceae;0
LOT02-45586/H;Peperomia;Peperomia pillahuatana;Piperaceae;5
LOT01-3488/H1;Peperomia;Peperomia rotundifolia;Piperaceae;0
LOT02-18438/O;Peperomia;Peperomia subspathulata;Piperaceae;4
LOT02-18519/O;Peperomia;Peperomia subspathulata;Piperaceae;5
LOT02-211134/O;Peperomia;Peperomia subspathulata;Piperaceae;1
LOT02-213106/O;Peperomia;Peperomia subspathulata;Piperaceae;3
LOT02-18651/O;Peperomia;Peperomia subspathulata;Piperaceae;6
LOT02-18654/O;Peperomia;Peperomia subspathulata;Piperaceae;6
LOT02-45560/H;Peperomia;Peperomia subspathulata;Piperaceae;5
LOT02-45560/L;Peperomia;Peperomia subspathulata;Piperaceae;5
LOT02-45560/L;Peperomia;Peperomia subspathulata;Piperaceae;5
LOT02-45560/P;Peperomia;Peperomia subspathulata;Piperaceae;5
LOT02-18641/O;Peperomia;Peperomia subvillicaulis;Piperaceae;6
LOT02-18558/O;Peperomia;Peperomia subvillicaulis;Piperaceae;5
LOT02-18475/O;Peperomia;Peperomia subvillicaulis;Piperaceae;4
LOT02-45484/H;Peperomia;Peperomia subvillicaulis;Piperaceae;4
LOT02-45485/L;Peperomia;Peperomia subvillicaulis;Piperaceae;4
LOT02-45485/L;Peperomia;Peperomia subvillicaulis;Piperaceae;4
LOT01-3404/H1;Peperomia;Peperomia tricolor;Piperaceae;0
LOT01-3425/H1;Peperomia;Peperomia tricolor;Piperaceae;0
LOT01-3424/H2;Peperomia;Peperomia tricolor;Piperaceae;0
LOT01-3425/H2;Peperomia;Peperomia tricolor;Piperaceae;0
LOT01-3424/H1;Peperomia;Peperomia tricolor;Piperaceae;0
LOT03-45466/C;Persea;Persea sp. CC1;Lauraceae;4
LOT03-45466/P;Persea;Persea sp. CC1;Lauraceae;4
LOT03-45466/H;Persea;Persea sp. CC1;Lauraceae;4
LOT01-3441/H2;Philodendron;Philodendron applanatum;Araceae;0
LOT01-3441/H1;Philodendron;Philodendron applanatum;Araceae;0
LOT01-3463/H2;Philodendron;Philodendron asplundii;Araceae;0
LOT01-3463/H1;Philodendron;Philodendron asplundii;Araceae;0
LOT01-3489/H1;Philodendron;Philodendron exile;Araceae;0
LOT01-3490/H1;Philodendron;Philodendron fibrillosum;Araceae;0
LOT01-3411/H2;Philodendron;Philodendron fibrillosum;Araceae;0
LOT01-3411/H1;Philodendron;Philodendron fibrillosum;Araceae;0
LOT02-455104/H;Philodendron;Philodendron hederaceum;Araceae;5
LOT01-3451/H1;Philodendron;Philodendron juninense;Araceae;0
LOT02-18440/O;Philodendron;Philodendron schottianum;Araceae;4
LOT02-213113/O;Philodendron;Philodendron schottianum;Araceae;3
LOT02-454103/H;Philodendron;Philodendron schottianum;Araceae;4
LOT03-21471/H;Philodendron;Philodendron sp. CC1;Araceae;4
LOT03-21471/C;Philodendron;Philodendron sp. CC1;Araceae;4
LOT01-3474/H1;Philodendron;Philodendron sp. LV1;Araceae;0
LOT01-3494/H1;Philodendron;Philodendron sp. LV2;Araceae;0
LOT03-21427/H;Phlegmariurus;Phlegmariurus funiformis;Lycopodiaceae;4
LOT03-21427/C;Phlegmariurus;Phlegmariurus funiformis;Lycopodiaceae;4
LOT03-45681/C;Phloeophila;Phloeophila cf. peperomioides;Orchidaceae;6
LOT03-45681/H;Phloeophila;Phloeophila cf. peperomioides;Orchidaceae;6
LOT02-456159/H;Phloeophila;Phloeophila peperomioides;Orchidaceae;6
LOT03-214147/O;Phloeophila;Phloeophila sp. CC1;Orchidaceae;4
LOT03-21499/H;Phoradendron;Phoradendron chrysocladon;Loranthaceae;4
LOT03-21499/C;Phoradendron;Phoradendron chrysocladon;Loranthaceae;4
LOT02-451174/H;Phthirusa;Phthirusa robusta;Loranthaceae;1
LOT02-451174/P;Phthirusa;Phthirusa robusta;Loranthaceae;1
LOT02-212126/O;Phthirusa;Phthirusa robusta;Loranthaceae;2
LOT03-21234/H;Pitcairnia;Pitcairnia arcuata;Bromeliaceae;2
LOT03-214121/C;Pitcairnia;Pitcairnia cf. squarrosa;Bromeliaceae;4
LOT03-214121/H;Pitcairnia;Pitcairnia cf. squarrosa;Bromeliaceae;4
LOT03-214137/H;Pitcairnia;Pitcairnia cf. squarrosa;Bromeliaceae;4
LOT03-214137/C;Pitcairnia;Pitcairnia cf. squarrosa;Bromeliaceae;4
LOT03-214137/P;Pitcairnia;Pitcairnia cf. squarrosa;Bromeliaceae;4
LOT02-18545/O;Pityphyllum;Pityphyllum mercedesabarcae;Orchidaceae;5
LOT02-18581/O;Pityphyllum;Pityphyllum mercedesabarcae;Orchidaceae;5
LOT02-18519/O;Pityphyllum;Pityphyllum mercedesabarcae;Orchidaceae;5
LOT02-18501/O;Pityphyllum;Pityphyllum mercedesabarcae;Orchidaceae;5
LOT02-21562/O;Pityphyllum;Pityphyllum mercedesabarcae;Orchidaceae;5
LOT02-45507/P;Pityphyllum;Pityphyllum mercedesabarcae;Orchidaceae;5
LOT02-45606/H;Pityphyllum;Pityphyllum mercedesabarcae;Orchidaceae;6
LOT03-456146/C;Pleurothallis;Pleurothallis sp. CC1;Orchidaceae;6
LOT03-456146/H;Pleurothallis;Pleurothallis sp. CC1;Orchidaceae;6
LOT03-456135/H;Pleurothallis;Pleurothallis sp. CC2;Orchidaceae;6
LOT02-45448/H;Pleurothallis;Pleurothallis stricta;Orchidaceae;4
LOT02-45448/P;Pleurothallis;Pleurothallis stricta;Orchidaceae;4
LOT02-45657/P;Pleurothallis;Pleurothallis tenuifolia;Orchidaceae;6
LOT02-45657/H;Pleurothallis;Pleurothallis tenuifolia;Orchidaceae;6
LOT01-3438/H1;Prosthechea;Prosthechea fragrans;Orchidaceae;0
LOT01-3438/A;Prosthechea;Prosthechea fragrans;Orchidaceae;0
LOT01-3409/H1;Prosthechea;Prosthechea fragrans;Orchidaceae;0
LOT02-456190/H;Prosthechea;Prosthechea pulcherrima;Orchidaceae;6
LOT02-45630/P;Prosthechea;Prosthechea pulcherrima;Orchidaceae;6
LOT02-45529/H;Prosthechea;Prosthechea pulcherrima;Orchidaceae;5
LOT01-3472/H1;Prosthechea;Prosthechea pygmaea;Orchidaceae;0
LOT01-3472/A;Prosthechea;Prosthechea pygmaea;Orchidaceae;0
LOT02-456119/H;Prosthechea;Prosthechea vespa;Orchidaceae;6
LOT02-18599/O;Psammisia;Psammisia pennellii;Ericaceae;5
LOT02-453145/H;Psammisia;Psammisia pennellii;Ericaceae;3
LOT02-455102/H;Psammisia;Psammisia pennellii;Ericaceae;5
LOT02-212127/O;Psammisia;Psammisia ulbrichiana;Ericaceae;2
LOT02-18682/O;Psammisia;Psammisia ulbrichiana;Ericaceae;6
LOT02-10513/O;Psammisia;Psammisia ulbrichiana;Ericaceae;5
LOT02-45596/H;Psammisia;Psammisia ulbrichiana;Ericaceae;5
LOT02-21397/O;Psammisia;Psammisia ulbrichiana;Ericaceae;3
LOT01-3460/H1;Psittacanthus;Psittacanthus truncatus;Loranthaceae;0
LOT01-3460/H2;Psittacanthus;Psittacanthus truncatus;Loranthaceae;0
LOT02-45673/H;Racinaea;Racinaea multiflora;Bromeliaceae;6
LOT02-18633/O;Racinaea;Racinaea penduliflora;Bromeliaceae;6
LOT02-18692/O;Racinaea;Racinaea penduliflora;Bromeliaceae;6
LOT02-18694/O;Racinaea;Racinaea penduliflora;Bromeliaceae;6
LOT02-18659/O;Racinaea;Racinaea penduliflora;Bromeliaceae;6
LOT02-18682/O;Racinaea;Racinaea penduliflora;Bromeliaceae;6
LOT02-18649/O;Racinaea;Racinaea penduliflora;Bromeliaceae;6
LOT02-45567/P;Racinaea;Racinaea penduliflora;Bromeliaceae;5
LOT02-45466/H;Racinaea;Racinaea penduliflora;Bromeliaceae;4
LOT02-21563/O;Racinaea;Racinaea penduliflora;Bromeliaceae;5
LOT02-18588/O;Racinaea;Racinaea penlandii;Bromeliaceae;5
LOT02-18693/O;Racinaea;Racinaea penlandii;Bromeliaceae;6
LOT02-18586/O;Racinaea;Racinaea penlandii;Bromeliaceae;5
LOT02-45677/P;Racinaea;Racinaea penlandii;Bromeliaceae;6
LOT02-45676/H;Racinaea;Racinaea penlandii;Bromeliaceae;6
LOT02-456191/H;Racinaea;Racinaea schumanniana;Bromeliaceae;6
LOT02-18592/O;Racinaea;Racinaea schumanniana;Bromeliaceae;5
LOT02-45581/H;Racinaea;Racinaea schumanniana;Bromeliaceae;5
LOT02-45579/P;Racinaea;Racinaea schumanniana;Bromeliaceae;5
LOT02-45578/H;Racinaea;Racinaea schumanniana;Bromeliaceae;5
LOT03-21559/O;Racinaea;Racinaea spiculosa;Bromeliaceae;5
LOT03-21565/O;Racinaea;Racinaea spiculosa;Bromeliaceae;5
LOT03-215221/O;Racinaea;Racinaea spiculosa;Bromeliaceae;5
LOT03-21646/H;Racinaea;Racinaea spiculosa;Bromeliaceae;6
LOT03-456138/C;Racinaea;Racinaea spiculosa;Bromeliaceae;6
LOT03-456138/H;Racinaea;Racinaea spiculosa;Bromeliaceae;6
LOT03-455317/O;Racinaea;Racinaea spiculosa;Bromeliaceae;5
LOT03-456363/O;Racinaea;Racinaea spiculosa;Bromeliaceae;6
LOT01-3467/H1;Racinaea;Racinaea spiculosa;Bromeliaceae;0
LOT03-455343/O;Racinaea;Racinaea spiculosa;Bromeliaceae;5
LOT03-45688/H;Racinaea;Racinaea spiculosa;Bromeliaceae;6
LOT02-18626/O;Racinaea;Racinaea tetrantha;Bromeliaceae;6
LOT02-45574/P;Racinaea;Racinaea tetrantha;Bromeliaceae;5
LOT02-45574/H;Racinaea;Racinaea tetrantha;Bromeliaceae;5
LOT02-45572/P;Racinaea;Racinaea tetrantha;Bromeliaceae;5
LOT02-45572/H;Racinaea;Racinaea tetrantha;Bromeliaceae;5
LOT03-456101/H;Rhetinantha;Rhetinantha acuminata;Orchidaceae;6
LOT03-456101/C;Rhetinantha;Rhetinantha acuminata;Orchidaceae;6
LOT03-21560/O;Rhetinantha;Rhetinantha acuminata;Orchidaceae;5
LOT03-456101/F;Rhetinantha;Rhetinantha acuminata;Orchidaceae;6
LOT03-456101/P;Rhetinantha;Rhetinantha acuminata;Orchidaceae;6
LOT03-21588/O;Rhetinantha;Rhetinantha acuminata;Orchidaceae;5
LOT03-456107/H;Rhetinantha;Rhetinantha acuminata;Orchidaceae;6
LOT03-456107/P;Rhetinantha;Rhetinantha acuminata;Orchidaceae;6
LOT03-456407/O;Rhetinantha;Rhetinantha acuminata;Orchidaceae;6
LOT03-456107/C;Rhetinantha;Rhetinantha acuminata;Orchidaceae;6
LOT03-456414/O;Rhetinantha;Rhetinantha acuminata;Orchidaceae;6
LOT03-456372/O;Rhetinantha;Rhetinantha acuminata;Orchidaceae;6
LOT03-456132/C;Rhetinantha;Rhetinantha aff. friedrichsthalii;Orchidaceae;6
LOT03-456132/H;Rhetinantha;Rhetinantha aff. friedrichsthalii;Orchidaceae;6
LOT03-21682/O;Rhetinantha;Rhetinantha aff. friedrichsthalii;Orchidaceae;6
LOT03-21681/O;Rhetinantha;Rhetinantha aff. friedrichsthalii;Orchidaceae;6
LOT03-456430/O;Rhetinantha;Rhetinantha aff. friedrichsthalii;Orchidaceae;6
LOT03-45684/H;Rhetinantha;Rhetinantha aff. friedrichsthalii;Orchidaceae;6
LOT03-456418/O;Scaphyglottis;Scaphyglottis cf. violacea;Orchidaceae;6
LOT03-216247/H;Scaphyglottis;Scaphyglottis modesta;Orchidaceae;6
LOT03-216247/C;Scaphyglottis;Scaphyglottis modesta;Orchidaceae;6
LOT03-456141/H;Scaphyglottis;Scaphyglottis prolifera;Orchidaceae;6
LOT03-456141/C;Scaphyglottis;Scaphyglottis prolifera;Orchidaceae;6
LOT03-45554/C;Scaphyglottis;Scaphyglottis punctulata;Orchidaceae;5
LOT03-45554/C;Scaphyglottis;Scaphyglottis punctulata;Orchidaceae;5
LOT03-45554/H;Scaphyglottis;Scaphyglottis punctulata;Orchidaceae;5
LOT03-45554/H;Scaphyglottis;Scaphyglottis punctulata;Orchidaceae;5
LOT02-18584/O;Scaphyglottis;Scaphyglottis punctulata;Orchidaceae;5
LOT02-18592/O;Scaphyglottis;Scaphyglottis punctulata;Orchidaceae;5
LOT02-18599/O;Scaphyglottis;Scaphyglottis punctulata;Orchidaceae;5
LOT02-18587/O;Scaphyglottis;Scaphyglottis punctulata;Orchidaceae;5
LOT02-18520/O;Scaphyglottis;Scaphyglottis punctulata;Orchidaceae;5
LOT02-18689/O;Scaphyglottis;Scaphyglottis punctulata;Orchidaceae;6
LOT02-18521/O;Scaphyglottis;Scaphyglottis punctulata;Orchidaceae;5
LOT02-21617/O;Scaphyglottis;Scaphyglottis punctulata;Orchidaceae;6
LOT02-21502/O;Scaphyglottis;Scaphyglottis punctulata;Orchidaceae;5
LOT02-45445/H;Scaphyglottis;Scaphyglottis punctulata;Orchidaceae;4
LOT02-45445/P;Scaphyglottis;Scaphyglottis punctulata;Orchidaceae;4
LOT03-21537/C;Scaphyglottis;Scaphyglottis reflexa;Orchidaceae;5
LOT03-21537/H;Scaphyglottis;Scaphyglottis reflexa;Orchidaceae;5
LOT03-216240/H;Scaphyglottis;Scaphyglottis reflexa;Orchidaceae;6
LOT03-216240/C;Scaphyglottis;Scaphyglottis reflexa;Orchidaceae;6
LOT03-216210/O;Scaphyglottis;Scaphyglottis violacea;Orchidaceae;6
LOT03-456128/C;Scaphyglottis;Scaphyglottis violacea;Orchidaceae;6
LOT03-456128/P;Scaphyglottis;Scaphyglottis violacea;Orchidaceae;6
LOT03-456128/H;Scaphyglottis;Scaphyglottis violacea;Orchidaceae;6
LOT03-456312/O;Scaphyglottis;Scaphyglottis violacea;Orchidaceae;6
LOT03-456412/O;Scaphyglottis;Scaphyglottis violacea;Orchidaceae;6
LOT03-456435/O;Scaphyglottis;Scaphyglottis violacea;Orchidaceae;6
LOT03-456439/O;Scaphyglottis;Scaphyglottis violacea;Orchidaceae;6
LOT03-456441/O;Scaphyglottis;Scaphyglottis violacea;Orchidaceae;6
LOT03-456445/O;Scaphyglottis;Scaphyglottis violacea;Orchidaceae;6
LOT03-456404/O;Scaphyglottis;Scaphyglottis violacea;Orchidaceae;6
LOT03-456403/O;Scaphyglottis;Scaphyglottis violacea;Orchidaceae;6
LOT03-456434/O;Scaphyglottis;Scaphyglottis violacea;Orchidaceae;6
LOT03-456364/O;Scaphyglottis;Scaphyglottis violacea;Orchidaceae;6
LOT03-45682/C;Scaphyglottis;Scaphyglottis violacea;Orchidaceae;6
LOT03-45682/H;Scaphyglottis;Scaphyglottis violacea;Orchidaceae;6
LOT03-456389/O;Scaphyglottis;Scaphyglottis violacea;Orchidaceae;6
LOT03-456395/O;Scaphyglottis;Scaphyglottis violacea;Orchidaceae;6
LOT03-456428/O;Scaphyglottis;Scaphyglottis violacea;Orchidaceae;6
LOT03-456371/O;Scaphyglottis;Scaphyglottis violacea;Orchidaceae;6
LOT02-456106/H;Schultesianthus;Schultesianthus dudleyi;Solanaceae;6
LOT03-215119/C;Sciodaphyllum;Sciodaphyllum cf. chococolum;Araliaceae;5
LOT03-215119/H;Sciodaphyllum;Sciodaphyllum cf. chococolum;Araliaceae;5
LOT03-214211/H;Sciodaphyllum;Sciodaphyllum lancifoliolatum;Araliaceae;4
LOT03-214211/C;Sciodaphyllum;Sciodaphyllum lancifoliolatum;Araliaceae;4
LOT02-213123/O;Sciodaphyllum;Sciodaphyllum pentandrum;Araliaceae;3
LOT02-453144/H;Sciodaphyllum;Sciodaphyllum pentandrum;Araliaceae;3
LOT02-453144/P;Sciodaphyllum;Sciodaphyllum pentandrum;Araliaceae;3
LOT03-45490/C;Sciodaphyllum;Sciodaphyllum sp. CC1;Araliaceae;4
LOT03-45490/H;Sciodaphyllum;Sciodaphyllum sp. CC1;Araliaceae;4
LOT03-21538/H;Sciodaphyllum;Sciodaphyllum sp. CC2;Araliaceae;5
LOT03-21538/C;Sciodaphyllum;Sciodaphyllum sp. CC2;Araliaceae;5
LOT02-455172/H;Semiramisia;Semiramisia speciosa;Ericaceae;5
LOT01-3471/H1;Semiramisia;Semiramisia speciosa;Ericaceae;0
LOT03-06429/H;Serpocaulon;Serpocaulon triseriale;Polypodiaceae;4
LOT03-06429/R;Serpocaulon;Serpocaulon triseriale;Polypodiaceae;4
LOT03-06429/D;Serpocaulon;Serpocaulon triseriale;Polypodiaceae;4
LOT03-16513/H;Sobralia;Sobralia cf. crocea;Orchidaceae;5
LOT03-16513/C;Sobralia;Sobralia cf. crocea;Orchidaceae;5
LOT01-3422/H1;Sobralia;Sobralia fimbriata;Orchidaceae;0
LOT03-214216/H;Sobralia;Sobralia klotzscheana;Orchidaceae;4
LOT03-214216/C;Sobralia;Sobralia klotzscheana;Orchidaceae;4
LOT03-45576/H;Sobralia;Sobralia klotzscheana;Orchidaceae;5
LOT02-452141/P;Solanum;Solanum chimborazense;Solanaceae;2
LOT02-452141/H;Solanum;Solanum chimborazense;Solanaceae;2
LOT02-45658/H;Solenidiopsis;Solenidiopsis tigroides;Orchidaceae;6
LOT01-3429/H1;Souroubea;Souroubea peruviana;Marcgraviaceae;0
LOT01-3429/H2;Souroubea;Souroubea peruviana;Marcgraviaceae;0
LOT01-3415/H1;Souroubea;Souroubea peruviana;Marcgraviaceae;0
LOT01-3462/H1;Specklinia;Specklinia sp. LV1;Orchidaceae;0
LOT01-3457/H2;Sphaeradenia;Sphaeradenia angustifolia;Cyclanthaceae;0
LOT01-3457/H1;Sphaeradenia;Sphaeradenia angustifolia;Cyclanthaceae;0
LOT03-45446/C;Sphaeradenia;Sphaeradenia cf. amazonica;Cyclanthaceae;4
LOT03-45439/H;Sphaeradenia;Sphaeradenia cf. amazonica;Cyclanthaceae;4
LOT03-214141/H;Sphaeradenia;Sphaeradenia cf. amazonica;Cyclanthaceae;4
LOT03-45446/H;Sphaeradenia;Sphaeradenia cf. amazonica;Cyclanthaceae;4
LOT03-45439/C;Sphaeradenia;Sphaeradenia cf. amazonica;Cyclanthaceae;4
LOT03-214232/C;Sphaeradenia;Sphaeradenia cf. amazonica;Cyclanthaceae;4
LOT03-214232/H;Sphaeradenia;Sphaeradenia cf. amazonica;Cyclanthaceae;4
LOT03-45573/H;Sphyrospermum;Sphyrospermum buxifolium;Ericaceae;5
LOT03-215236/H;Sphyrospermum;Sphyrospermum buxifolium;Ericaceae;5
LOT03-215243/H;Sphyrospermum;Sphyrospermum buxifolium;Ericaceae;5
LOT03-455110/C;Sphyrospermum;Sphyrospermum buxifolium;Ericaceae;5
LOT03-455110/P;Sphyrospermum;Sphyrospermum buxifolium;Ericaceae;5
LOT03-454301/O;Sphyrospermum;Sphyrospermum buxifolium;Ericaceae;4
LOT03-45553/C;Sphyrospermum;Sphyrospermum buxifolium;Ericaceae;5
LOT03-455386/O;Sphyrospermum;Sphyrospermum buxifolium;Ericaceae;5
LOT03-455378/O;Sphyrospermum;Sphyrospermum buxifolium;Ericaceae;5
LOT03-215236/C;Sphyrospermum;Sphyrospermum buxifolium;Ericaceae;5
LOT03-45553/P;Sphyrospermum;Sphyrospermum buxifolium;Ericaceae;5
