	Ascomycota	Basidiomycota	Chytridiomycota	Mucoromycota	Zoopagomycota	NA
A01426:1224:HWCKFDRX5:1:2218:15013:12399_CONS_SUB_SUB_CMP	128	54	0	0	0	0
A01426:1224:HWCKFDRX5:1:2218:1524:11804_CONS_SUB_SUB	10079	23	0	0	0	0
A01426:1224:HWCKFDRX5:1:2218:15935:30718_CONS_SUB_SUB_CMP	136	75	0	0	0	0
A01426:1224:HWCKFDRX5:1:2218:16251:12821_CONS_SUB_SUB_CMP	178	210	0	0	0	0
A01426:1224:HWCKFDRX5:1:2218:16288:3051_CONS_SUB_SUB_CMP	196	383	0	0	3	22
A01426:1224:HWCKFDRX5:1:2218:17002:30499_CONS_SUB_SUB	2247	25	0	0	0	0
A01426:1224:HWCKFDRX5:1:2218:1723:34131_CONS_SUB_SUB	1395	26	0	28	0	0
A01426:1224:HWCKFDRX5:1:2218:19081:3912_CONS_SUB_SUB_CMP	70	25	0	0	0	13
A01426:1224:HWCKFDRX5:1:2218:19190:19194_CONS_SUB_SUB	1478	19	0	0	0	0
A01426:1224:HWCKFDRX5:1:2218:19199:23782_CONS_SUB_SUB_CMP	1413	139	0	0	0	0
A01426:1224:HWCKFDRX5:1:2218:19244:6699_CONS_SUB_SUB	72	15	0	0	0	0
A01426:1224:HWCKFDRX5:1:2218:19705:31360_CONS_SUB_SUB_CMP	182	41	0	0	0	0
A01426:1224:HWCKFDRX5:1:2218:21486:17566_CONS_SUB_SUB_CMP	113	11	0	2	0	36
A01426:1224:HWCKFDRX5:1:2218:22046:30624_CONS_SUB_SUB	866	8	0	0	0	0
A01426:1224:HWCKFDRX5:1:2218:23393:15796_CONS_SUB_SUB	93	3	0	0	0	0
A01426:1224:HWCKFDRX5:1:2218:23791:18333_CONS_SUB_SUB_CMP	110	2	0	0	0	0
A01426:1224:HWCKFDRX5:1:2218:23936:32017_CONS_SUB_SUB_CMP	276	21	0	0	0	5
A01426:1224:HWCKFDRX5:1:2218:24062:28354_CONS_SUB_SUB_CMP	2162	4922	0	0	0	0
A01426:1224:HWCKFDRX5:1:2218:24569:25222_CONS_SUB_SUB_CMP	653	26	0	7	0	0
A01426:1224:HWCKFDRX5:1:2218:24777:10864_CONS_SUB_SUB	69	238	0	0	0	0
A01426:1224:HWCKFDRX5:1:2218:24876:9408_CONS_SUB_SUB	165	32	0	0	0	0
A01426:1224:HWCKFDRX5:1:2218:27064:16736_CONS_SUB_SUB	508	3353	0	0	0	0
A01426:1224:HWCKFDRX5:1:2218:27145:26490_CONS_SUB_SUB	155	15	0	0	0	0
A01426:1224:HWCKFDRX5:1:2218:28348:12790_CONS_SUB_SUB_CMP	564	20	0	0	0	0
A01426:1224:HWCKFDRX5:1:2218:28357:14935_CONS_SUB_SUB_CMP	210	11	0	0	0	0
A01426:1224:HWCKFDRX5:1:2218:30825:3208_CONS_SUB_SUB_CMP	7	22	0	0	0	0
A01426:1224:HWCKFDRX5:1:2218:31277:9314_CONS_SUB_SUB	63	26	0	0	0	0
A01426:1224:HWCKFDRX5:1:2218:31430:32628_CONS_SUB_SUB_CMP	318	41	0	0	0	0
A01426:1224:HWCKFDRX5:1:2218:31665:36135_CONS_SUB_SUB	89	8	0	0	0	0
A01426:1224:HWCKFDRX5:1:2218:31693:9659_CONS_SUB_SUB_CMP	140	6	0	0	0	0
A01426:1224:HWCKFDRX5:1:2218:3179:22060_CONS_SUB_SUB_CMP	584	18	6	0	0	0
A01426:1224:HWCKFDRX5:1:2218:32579:4867_CONS_SUB_SUB_CMP	76	32	0	0	0	0
A01426:1224:HWCKFDRX5:1:2218:32687:31861_CONS_SUB_SUB	261	1080	0	0	0	0
A01426:1224:HWCKFDRX5:1:2218:4101:26788_CONS_SUB_SUB	209	5	0	0	0	0
A01426:1224:HWCKFDRX5:1:2218:4336:30358_CONS_SUB_SUB	569	7	0	0	0	0
A01426:1224:HWCKFDRX5:1:2218:4345:21167_CONS_SUB_SUB	5105	25	0	0	0	0
A01426:1224:HWCKFDRX5:1:2218:4906:8891_CONS_SUB_SUB_CMP	814	395	0	0	0	0
A01426:1224:HWCKFDRX5:1:2218:6244:3349_CONS_SUB_SUB_CMP	147	5	0	0	0	0
A01426:1224:HWCKFDRX5:1:2218:6876:1877_CONS_SUB_SUB	646	15	0	0	0	0
A01426:1224:HWCKFDRX5:1:2218:6940:27007_CONS_SUB_SUB	75	196	0	0	0	0
A01426:1224:HWCKFDRX5:1:2218:7129:6668_CONS_SUB_SUB_CMP	181	6	0	0	0	0
A01426:1224:HWCKFDRX5:1:2218:7328:3599_CONS_SUB_SUB	59	63	0	0	0	0
A01426:1224:HWCKFDRX5:1:2218:7871:4163_CONS_SUB_SUB_CMP	671	0	0	0	0	0
A01426:1224:HWCKFDRX5:1:2218:8232:10614_CONS_SUB_SUB	83	10	39	0	0	0
A01426:1224:HWCKFDRX5:1:2218:8513:4460_CONS_SUB_SUB_CMP	48	53	0	0	0	2
A01426:1224:HWCKFDRX5:1:2218:8576:29183_CONS_SUB_SUB_CMP	533	104	0	0	0	0
A01426:1224:HWCKFDRX5:1:2218:9625:12868_CONS_SUB_SUB	36	4	0	0	0	4
A01426:1224:HWCKFDRX5:1:2218:9643:1971_CONS_SUB_SUB_CMP	159	22	0	0	0	0
A01426:1224:HWCKFDRX5:1:2218:9697:4946_CONS_SUB_SUB	2678	6	0	0	0	0
A01426:1224:HWCKFDRX5:1:2219:10592:19867_CONS_SUB_SUB	63	62	0	0	0	0
A01426:1224:HWCKFDRX5:1:2219:10637:34381_CONS_SUB_SUB_CMP	46	45	0	0	0	0
A01426:1224:HWCKFDRX5:1:2219:11559:28588_CONS_SUB_SUB	2740	51	0	0	0	0
A01426:1224:HWCKFDRX5:1:2219:12228:31281_CONS_SUB_SUB_CMP	4905	20	0	0	0	0
A01426:1224:HWCKFDRX5:1:2219:12382:35712_CONS_SUB_SUB_CMP	55	28	0	12	0	0
A01426:1224:HWCKFDRX5:1:2219:12409:5384_CONS_SUB_SUB_CMP	1144	327	0	0	0	0
A01426:1224:HWCKFDRX5:1:2219:12518:7701_CONS_SUB_SUB_CMP	90	4	0	0	0	1
A01426:1224:HWCKFDRX5:1:2219:13548:32753_CONS_SUB_SUB	1346	127	0	0	0	0
A01426:1224:HWCKFDRX5:1:2219:13557:27821_CONS_SUB_SUB	417	10	0	0	0	0
A01426:1224:HWCKFDRX5:1:2219:13602:25175_CONS_SUB_SUB_CMP	28	26	0	0	0	0
A01426:1224:HWCKFDRX5:1:2219:14199:22952_CONS_SUB_SUB	962	160	0	0	0	0
A01426:1224:HWCKFDRX5:1:2219:14452:33254_CONS_SUB_SUB_CMP	118	7	0	0	0	0
A01426:1224:HWCKFDRX5:1:2219:15872:17362_CONS_SUB_SUB	892	16	0	13	0	0
A01426:1224:HWCKFDRX5:1:2219:15908:32424_CONS_SUB_SUB	320	92	0	0	0	0
A01426:1224:HWCKFDRX5:1:2219:1624:10974_CONS_SUB_SUB	3892	23	0	0	0	0
A01426:1224:HWCKFDRX5:1:2219:16504:31923_CONS_SUB_SUB	37	60	0	151	0	0
A01426:1224:HWCKFDRX5:1:2219:16857:32409_CONS_SUB_SUB	12	27	0	0	0	0
A01426:1224:HWCKFDRX5:1:2219:16938:7717_CONS_SUB_SUB_CMP	55	7	0	0	0	0
A01426:1224:HWCKFDRX5:1:2219:17029:6684_CONS_SUB_SUB_CMP	36	4	0	0	0	0
A01426:1224:HWCKFDRX5:1:2219:1759:28087_CONS_SUB_SUB	78	10	0	0	0	0
A01426:1224:HWCKFDRX5:1:2219:19497:21637_CONS_SUB_SUB_CMP	137	0	0	0	0	0
A01426:1224:HWCKFDRX5:1:2219:20085:2769_CONS_SUB_SUB_CMP	146	20	0	0	0	0
A01426:1224:HWCKFDRX5:1:2219:20437:31939_CONS_SUB_SUB	93	0	0	0	0	0
A01426:1224:HWCKFDRX5:1:2219:21386:34366_CONS_SUB_SUB_CMP	84	26	0	7	0	0
A01426:1224:HWCKFDRX5:1:2219:23149:14434_CONS_SUB_SUB	88	120	0	0	0	0
A01426:1224:HWCKFDRX5:1:2219:23276:19006_CONS_SUB_SUB	66	19	0	0	0	0
A01426:1224:HWCKFDRX5:1:2219:24108:24111_CONS_SUB_SUB	84	41	0	0	0	0
A01426:1224:HWCKFDRX5:1:2219:2474:16329_CONS_SUB_SUB_CMP	204	112	0	14	0	0
A01426:1224:HWCKFDRX5:1:2219:24966:7059_CONS_SUB_SUB_CMP	263	39	0	0	0	0
A01426:1224:HWCKFDRX5:1:2219:25256:21590_CONS_SUB_SUB_CMP	127	83	0	0	0	0
A01426:1224:HWCKFDRX5:1:2219:26033:16047_CONS_SUB_SUB	184	146	0	0	0	3
A01426:1224:HWCKFDRX5:1:2219:26187:29403_CONS_SUB_SUB	425	39	0	0	0	0
A01426:1224:HWCKFDRX5:1:2219:26485:16235_CONS_SUB_SUB	1322	2	0	0	0	3
A01426:1224:HWCKFDRX5:1:2219:26630:35712_CONS_SUB_SUB_CMP	6829	35	0	32	0	0
A01426:1224:HWCKFDRX5:1:2219:26657:9893_CONS_SUB_SUB_CMP	346	73	0	0	0	0
A01426:1224:HWCKFDRX5:1:2219:26684:21621_CONS_SUB_SUB_CMP	180	149	0	0	0	0
A01426:1224:HWCKFDRX5:1:2219:26729:1282_CONS_SUB_SUB_CMP	447	19	0	0	0	0
A01426:1224:HWCKFDRX5:1:2219:28610:7263_CONS_SUB_SUB_CMP	596	40	0	0	0	0
A01426:1224:HWCKFDRX5:1:2219:28619:33614_CONS_SUB_SUB_CMP	1466	85	0	0	0	6
A01426:1224:HWCKFDRX5:1:2219:28989:16407_CONS_SUB_SUB	57	107	0	0	0	0
A01426:1224:HWCKFDRX5:1:2219:29170:17096_CONS_SUB_SUB_CMP	343	23	0	0	0	0
A01426:1224:HWCKFDRX5:1:2219:30138:10254_CONS_SUB_SUB_CMP	117	101	0	0	0	0
A01426:1224:HWCKFDRX5:1:2219:30210:2425_CONS_SUB_SUB	209	0	0	2	0	0
A01426:1224:HWCKFDRX5:1:2219:30228:34303_CONS_SUB_SUB	4717	7	0	0	0	0
A01426:1224:HWCKFDRX5:1:2219:30246:32988_CONS_SUB_SUB_CMP	973	4	0	0	0	0
A01426:1224:HWCKFDRX5:1:2219:32389:19351_CONS_SUB_SUB_CMP	403	1	0	0	0	0
A01426:1224:HWCKFDRX5:1:2219:3314:22013_CONS_SUB_SUB	55	3	0	0	0	0
A01426:1224:HWCKFDRX5:1:2219:3803:11240_CONS_SUB_SUB_CMP	2174	70	0	0	0	0
A01426:1224:HWCKFDRX5:1:2219:4562:23109_CONS_SUB_SUB	272	233	0	0	0	0
A01426:1224:HWCKFDRX5:1:2219:4725:26678_CONS_SUB_SUB	252	5	0	0	0	0
A01426:1224:HWCKFDRX5:1:2219:5855:25160_CONS_SUB_SUB_CMP	1968	14	0	0	0	0
A01426:1224:HWCKFDRX5:1:2219:6352:12774_CONS_SUB_SUB_CMP	41	39	0	0	0	0
A01426:1224:HWCKFDRX5:1:2219:6768:2284_CONS_SUB_SUB	235	15	0	0	0	0
A01426:1224:HWCKFDRX5:1:2219:9399:8187_CONS_SUB_SUB_CMP	68	498	0	0	0	4
A01426:1224:HWCKFDRX5:1:2220:10077:15937_CONS_SUB_SUB	55	8	0	0	0	0
A01426:1224:HWCKFDRX5:1:2220:10511:7764_CONS_SUB_SUB_CMP	40	7	0	0	0	0
A01426:1224:HWCKFDRX5:1:2220:10872:22952_CONS_SUB_SUB_CMP	25	24	0	0	0	0
A01426:1224:HWCKFDRX5:1:2220:11523:15342_CONS_SUB_SUB_CMP	261	7	0	0	0	0
A01426:1224:HWCKFDRX5:1:2220:12129:10661_CONS_SUB_SUB_CMP	286	43	0	0	0	0
A01426:1224:HWCKFDRX5:1:2220:13991:20306_CONS_SUB_SUB	195	55	0	0	0	0
A01426:1224:HWCKFDRX5:1:2220:15239:16110_CONS_SUB_SUB_CMP	46	2	0	0	0	0
A01426:1224:HWCKFDRX5:1:2220:15700:19413_CONS_SUB_SUB_CMP	549	8	0	2	0	0
A01426:1224:HWCKFDRX5:1:2220:1606:29575_CONS_SUB_SUB_CMP	158	50	0	0	0	0
A01426:1224:HWCKFDRX5:1:2220:16206:11678_CONS_SUB_SUB	235	7	0	0	0	0
A01426:1224:HWCKFDRX5:1:2220:16396:25191_CONS_SUB_SUB	107	4	0	7	0	0
A01426:1224:HWCKFDRX5:1:2220:17833:29904_CONS_SUB_SUB_CMP	1245	212	0	0	0	0
A01426:1224:HWCKFDRX5:1:2220:19443:30749_CONS_SUB_SUB	64	17	0	1	0	4
A01426:1224:HWCKFDRX5:1:2220:19542:27915_CONS_SUB_SUB	217	11	0	0	0	0
A01426:1224:HWCKFDRX5:1:2220:20717:26694_CONS_SUB_SUB_CMP	544	18	0	0	0	0
A01426:1224:HWCKFDRX5:1:2220:2284:8735_CONS_SUB_SUB_CMP	42	419	0	0	0	0
A01426:1224:HWCKFDRX5:1:2220:23981:32659_CONS_SUB_SUB_CMP	69	2	0	0	0	0
A01426:1224:HWCKFDRX5:1:2220:24153:10160_CONS_SUB_SUB_CMP	107	9	0	0	0	0
A01426:1224:HWCKFDRX5:1:2220:24261:13072_CONS_SUB_SUB_CMP	273	9	0	0	0	0
A01426:1224:HWCKFDRX5:1:2220:2555:28995_CONS_SUB_SUB_CMP	55	39	0	0	0	0
A01426:1224:HWCKFDRX5:1:2220:25590:8735_CONS_SUB_SUB_CMP	91	646	0	0	0	0
A01426:1224:HWCKFDRX5:1:2220:25735:30091_CONS_SUB_SUB_CMP	116	135	0	37	0	0
A01426:1224:HWCKFDRX5:1:2220:25753:9831_CONS_SUB_SUB	81	24	0	0	0	0
A01426:1224:HWCKFDRX5:1:2220:26503:32205_CONS_SUB_SUB_CMP	440	17	0	0	0	0
A01426:1224:HWCKFDRX5:1:2220:2654:15671_CONS_SUB_SUB_CMP	53	21	0	0	0	0
A01426:1224:HWCKFDRX5:1:2220:27380:10676_CONS_SUB_SUB	322	38	0	0	0	0
A01426:1224:HWCKFDRX5:1:2220:28167:2237_CONS_SUB_SUB_CMP	104	72	0	0	0	0
A01426:1224:HWCKFDRX5:1:2220:28311:25974_CONS_SUB_SUB_CMP	171	42	0	0	0	2
A01426:1224:HWCKFDRX5:1:2220:28375:29058_CONS_SUB_SUB_CMP	145	104	0	2	0	0
A01426:1224:HWCKFDRX5:1:2220:28691:26099_CONS_SUB_SUB	139	7	0	0	0	0
A01426:1224:HWCKFDRX5:1:2220:29125:4836_CONS_SUB_SUB	132	1	0	0	0	0
A01426:1224:HWCKFDRX5:1:2220:29595:19899_CONS_SUB_SUB	113	16	0	0	0	0
A01426:1224:HWCKFDRX5:1:2220:2962:10942_CONS_SUB_SUB_CMP	3250	25	0	0	0	0
A01426:1224:HWCKFDRX5:1:2220:30599:30530_CONS_SUB_SUB	82	6	0	0	0	0
A01426:1224:HWCKFDRX5:1:2220:3161:22404_CONS_SUB_SUB	124	6	0	0	0	0
A01426:1224:HWCKFDRX5:1:2220:3197:16892_CONS_SUB_SUB	106	29	0	0	0	0
A01426:1224:HWCKFDRX5:1:2220:32434:23782_CONS_SUB_SUB_CMP	298	5	0	0	0	0
A01426:1224:HWCKFDRX5:1:2220:3875:2910_CONS_SUB_SUB	610	29	0	0	0	0
A01426:1224:HWCKFDRX5:1:2220:4363:25394_CONS_SUB_SUB_CMP	80	36	0	0	0	0
A01426:1224:HWCKFDRX5:1:2220:4517:32581_CONS_SUB_SUB_CMP	121	33	0	0	0	0
A01426:1224:HWCKFDRX5:1:2220:4598:13338_CONS_SUB_SUB_CMP	40	25	0	0	0	0
A01426:1224:HWCKFDRX5:1:2220:4698:25786_CONS_SUB_SUB_CMP	132	20	0	0	0	0
A01426:1224:HWCKFDRX5:1:2220:4779:3724_CONS_SUB_SUB_CMP	588	4	0	0	0	0
A01426:1224:HWCKFDRX5:1:2220:5502:20165_CONS_SUB_SUB	42	100	0	0	0	0
A01426:1224:HWCKFDRX5:1:2220:6253:13542_CONS_SUB_SUB_CMP	258	26	0	0	0	0
A01426:1224:HWCKFDRX5:1:2220:6488:29042_CONS_SUB_SUB	171	70	0	0	0	0
A01426:1224:HWCKFDRX5:1:2220:6750:25488_CONS_SUB_SUB	760	148	0	0	0	0
A01426:1224:HWCKFDRX5:1:2220:6867:35336_CONS_SUB_SUB_CMP	104	7	0	0	0	0
A01426:1224:HWCKFDRX5:1:2220:7346:5697_CONS_SUB_SUB	158	20	0	0	0	0
A01426:1224:HWCKFDRX5:1:2220:7365:36385_CONS_SUB_SUB_CMP	196	17	0	0	0	0
A01426:1224:HWCKFDRX5:1:2220:7979:12085_CONS_SUB_SUB	205	23	0	0	0	0
A01426:1224:HWCKFDRX5:1:2220:8350:25817_CONS_SUB_SUB_CMP	237	3	0	0	0	0
A01426:1224:HWCKFDRX5:1:2220:9118:10394_CONS_SUB_SUB	1258	5	0	0	0	0
A01426:1224:HWCKFDRX5:1:2220:9173:26490_CONS_SUB_SUB	105	91	0	5	0	5
A01426:1224:HWCKFDRX5:1:2220:9353:18912_CONS_SUB_SUB	722	21	0	0	0	0
A01426:1224:HWCKFDRX5:1:2221:10303:18020_CONS_SUB_SUB	111	14	0	0	0	1
A01426:1224:HWCKFDRX5:1:2221:10411:24502_CONS_SUB_SUB_CMP	120	47	0	0	0	0
A01426:1224:HWCKFDRX5:1:2221:11632:31720_CONS_SUB_SUB_CMP	180	26	0	0	0	0
A01426:1224:HWCKFDRX5:1:2221:11686:2315_CONS_SUB_SUB_CMP	373	63	0	0	0	6
A01426:1224:HWCKFDRX5:1:2221:11930:12195_CONS_SUB_SUB	413	26	0	0	0	0
A01426:1224:HWCKFDRX5:1:2221:12111:8218_CONS_SUB_SUB_CMP	170	17	0	0	0	0
A01426:1224:HWCKFDRX5:1:2221:12364:32424_CONS_SUB_SUB	436	14	0	0	0	3
A01426:1224:HWCKFDRX5:1:2221:13440:8703_CONS_SUB_SUB	59	29	0	0	0	0
A01426:1224:HWCKFDRX5:1:2221:13666:22561_CONS_SUB_SUB	343	23	0	0	0	0
A01426:1224:HWCKFDRX5:1:2221:14244:34084_CONS_SUB_SUB	19	46	0	0	0	0
A01426:1224:HWCKFDRX5:1:2221:14895:24471_CONS_SUB_SUB	86	11	0	4	0	4
A01426:1224:HWCKFDRX5:1:2221:15628:20353_CONS_SUB_SUB	383	45	0	0	0	0
A01426:1224:HWCKFDRX5:1:2221:1606:3646_CONS_SUB_SUB_CMP	46	59	0	0	0	0
A01426:1224:HWCKFDRX5:1:2221:16423:20509_CONS_SUB_SUB_CMP	666	0	0	0	0	2
A01426:1224:HWCKFDRX5:1:2221:16477:35102_CONS_SUB_SUB_CMP	874	5	0	0	0	0
A01426:1224:HWCKFDRX5:1:2221:17164:21793_CONS_SUB_SUB_CMP	207	44	0	0	0	0
A01426:1224:HWCKFDRX5:1:2221:17173:7091_CONS_SUB_SUB_CMP	189	109	0	0	0	0
A01426:1224:HWCKFDRX5:1:2221:19370:7294_CONS_SUB_SUB_CMP	224	2	0	0	0	0
A01426:1224:HWCKFDRX5:1:2221:20057:23140_CONS_SUB_SUB	114	22	0	0	0	3
A01426:1224:HWCKFDRX5:1:2221:20256:11835_CONS_SUB_SUB	108	19	0	0	0	0
A01426:1224:HWCKFDRX5:1:2221:20410:29042_CONS_SUB_SUB_CMP	226	8	0	0	0	0
A01426:1224:HWCKFDRX5:1:2221:2184:3176_CONS_SUB_SUB	479	71	0	1	0	5
A01426:1224:HWCKFDRX5:1:2221:22290:4085_CONS_SUB_SUB_CMP	134	15	0	0	0	0
A01426:1224:HWCKFDRX5:1:2221:22435:24565_CONS_SUB_SUB	312	1	0	0	0	0
A01426:1224:HWCKFDRX5:1:2221:22435:27978_CONS_SUB_SUB	109	14	0	0	0	0
A01426:1224:HWCKFDRX5:1:2221:22679:27837_CONS_SUB_SUB	90	20	0	0	0	0
A01426:1224:HWCKFDRX5:1:2221:23384:28776_CONS_SUB_SUB	120	9	0	0	0	0
A01426:1224:HWCKFDRX5:1:2221:24695:26506_CONS_SUB_SUB_CMP	1815	8	0	0	0	0
A01426:1224:HWCKFDRX5:1:2221:25138:11083_CONS_SUB_SUB	499	48	0	0	0	0
A01426:1224:HWCKFDRX5:1:2221:25156:20885_CONS_SUB_SUB	83	38	0	0	0	3
A01426:1224:HWCKFDRX5:1:2221:25265:3850_CONS_SUB_SUB_CMP	125	81	0	0	0	1
A01426:1224:HWCKFDRX5:1:2221:2564:19523_CONS_SUB_SUB	138	60	0	0	0	0
A01426:1224:HWCKFDRX5:1:2221:26187:4476_CONS_SUB_SUB	59	10	0	0	0	3
A01426:1224:HWCKFDRX5:1:2221:27670:23923_CONS_SUB_SUB_CMP	257	13	0	5	0	0
A01426:1224:HWCKFDRX5:1:2221:27796:3474_CONS_SUB_SUB	364	17	0	0	0	0
A01426:1224:HWCKFDRX5:1:2221:2808:22921_CONS_SUB_SUB_CMP	351	11	0	45	0	4
A01426:1224:HWCKFDRX5:1:2221:29225:33818_CONS_SUB_SUB	818	9	0	0	0	0
A01426:1224:HWCKFDRX5:1:2221:30463:18239_CONS_SUB_SUB_CMP	288	22	0	0	0	0
A01426:1224:HWCKFDRX5:1:2221:31042:36464_CONS_SUB_SUB	1263	1029	0	0	0	0
A01426:1224:HWCKFDRX5:1:2221:3115:36980_CONS_SUB_SUB_CMP	95	227	0	0	0	0
A01426:1224:HWCKFDRX5:1:2221:3242:14841_CONS_SUB_SUB	1311	39	0	0	0	0
A01426:1224:HWCKFDRX5:1:2221:3278:12211_CONS_SUB_SUB	65	28	0	0	0	0
A01426:1224:HWCKFDRX5:1:2221:4535:16955_CONS_SUB_SUB	70	13	0	0	0	0
A01426:1224:HWCKFDRX5:1:2221:5303:6480_CONS_SUB_SUB_CMP	190	9	0	4	0	0
A01426:1224:HWCKFDRX5:1:2221:5448:16438_CONS_SUB_SUB_CMP	233	28	0	0	0	0
A01426:1224:HWCKFDRX5:1:2221:5575:13244_CONS_SUB_SUB	67	222	0	0	0	0
A01426:1224:HWCKFDRX5:1:2221:6623:28964_CONS_SUB_SUB	247	3	0	0	0	0
A01426:1224:HWCKFDRX5:1:2221:6831:19742_CONS_SUB_SUB_CMP	274	35	0	0	0	0
A01426:1224:HWCKFDRX5:1:2221:6894:5071_CONS_SUB_SUB_CMP	115	14	0	0	0	0
A01426:1224:HWCKFDRX5:1:2221:7681:25254_CONS_SUB_SUB_CMP	121	5	0	0	0	0
A01426:1224:HWCKFDRX5:1:2221:8368:21496_CONS_SUB_SUB	2074	534	0	0	0	0
A01426:1224:HWCKFDRX5:1:2221:8477:24408_CONS_SUB_SUB	107	164	0	0	0	0
A01426:1224:HWCKFDRX5:1:2221:8693:23312_CONS_SUB_SUB	517	74	0	0	0	0
A01426:1224:HWCKFDRX5:1:2221:8983:15327_CONS_SUB_SUB	220	88	0	0	0	0
A01426:1224:HWCKFDRX5:1:2222:10077:12649_CONS_SUB_SUB	101	22	0	0	0	3
A01426:1224:HWCKFDRX5:1:2222:10474:11146_CONS_SUB_SUB_CMP	413	8	0	0	0	0
A01426:1224:HWCKFDRX5:1:2222:10511:35070_CONS_SUB_SUB_CMP	336	92	0	0	0	0
A01426:1224:HWCKFDRX5:1:2222:12228:21010_CONS_SUB_SUB_CMP	5927	11	0	0	0	0
A01426:1224:HWCKFDRX5:1:2222:14624:3020_CONS_SUB_SUB_CMP	102	7	0	0	0	2
A01426:1224:HWCKFDRX5:1:2222:14660:22279_CONS_SUB_SUB_CMP	455	39	0	0	0	0
A01426:1224:HWCKFDRX5:1:2222:14922:36793_CONS_SUB_SUB	156	25	0	0	0	0
A01426:1224:HWCKFDRX5:1:2222:14931:31172_CONS_SUB_SUB	40	27	0	0	0	0
A01426:1224:HWCKFDRX5:1:2222:15664:26772_CONS_SUB_SUB_CMP	850	177	0	0	0	0
A01426:1224:HWCKFDRX5:1:2222:16694:16094_CONS_SUB_SUB	65	11	0	0	0	0
A01426:1224:HWCKFDRX5:1:2222:17598:17879_CONS_SUB_SUB_CMP	37	23	0	0	0	0
A01426:1224:HWCKFDRX5:1:2222:18005:32299_CONS_SUB_SUB	515	12	0	0	0	0
A01426:1224:HWCKFDRX5:1:2222:18204:2018_CONS_SUB_SUB_CMP	87	6	0	0	0	0
A01426:1224:HWCKFDRX5:1:2222:18611:36573_CONS_SUB_SUB_CMP	183	306	0	0	0	0
A01426:1224:HWCKFDRX5:1:2222:19199:3114_CONS_SUB_SUB_CMP	216	0	0	0	0	13
A01426:1224:HWCKFDRX5:1:2222:19696:16626_CONS_SUB_SUB	105	6	0	0	0	0
A01426:1224:HWCKFDRX5:1:2222:20256:10113_CONS_SUB_SUB	1227	42	0	0	0	0
A01426:1224:HWCKFDRX5:1:2222:20546:17566_CONS_SUB_SUB_CMP	83	18	0	0	0	1
A01426:1224:HWCKFDRX5:1:2222:2130:31610_CONS_SUB_SUB_CMP	1959	22	0	0	0	0
A01426:1224:HWCKFDRX5:1:2222:23041:7451_CONS_SUB_SUB	2288	10	0	0	0	0
A01426:1224:HWCKFDRX5:1:2222:23827:8375_CONS_SUB_SUB	518	260	0	0	0	0
A01426:1224:HWCKFDRX5:1:2222:24831:6261_CONS_SUB_SUB	70	3	0	0	0	0
A01426:1224:HWCKFDRX5:1:2222:24840:20369_CONS_SUB_SUB_CMP	348	2	0	0	0	0
A01426:1224:HWCKFDRX5:1:2222:25229:36667_CONS_SUB_SUB_CMP	84	25	0	0	0	0
A01426:1224:HWCKFDRX5:1:2222:25509:20087_CONS_SUB_SUB	35	13	0	0	0	0
A01426:1224:HWCKFDRX5:1:2222:25527:34491_CONS_SUB_SUB_CMP	32	15	0	0	0	2
A01426:1224:HWCKFDRX5:1:2222:2691:11381_CONS_SUB_SUB	987	26	0	0	0	0
A01426:1224:HWCKFDRX5:1:2222:2745:9471_CONS_SUB_SUB_CMP	216	18	0	0	0	0
A01426:1224:HWCKFDRX5:1:2222:28076:36526_CONS_SUB_SUB_CMP	1227	27	0	0	0	1
A01426:1224:HWCKFDRX5:1:2222:29360:16016_CONS_SUB_SUB	152	19	0	0	0	0
A01426:1224:HWCKFDRX5:1:2222:29848:4899_CONS_SUB_SUB	3905	5	0	0	0	0
A01426:1224:HWCKFDRX5:1:2222:29857:17409_CONS_SUB_SUB_CMP	312	179	0	0	0	0
A01426:1224:HWCKFDRX5:1:2222:30201:13244_CONS_SUB_SUB_CMP	136	11	0	0	0	3
A01426:1224:HWCKFDRX5:1:2222:30409:30452_CONS_SUB_SUB_CMP	133	0	0	0	0	9
A01426:1224:HWCKFDRX5:1:2222:30553:36025_CONS_SUB_SUB_CMP	171	35	0	0	0	0
A01426:1224:HWCKFDRX5:1:2222:31539:31156_CONS_SUB_SUB	26	20	0	0	0	0
A01426:1224:HWCKFDRX5:1:2222:31584:3521_CONS_SUB_SUB	330	20	0	0	0	0
A01426:1224:HWCKFDRX5:1:2222:32398:34554_CONS_SUB_SUB_CMP	101	25	0	0	0	0
A01426:1224:HWCKFDRX5:1:2222:3378:18677_CONS_SUB_SUB	73	22	0	0	0	0
A01426:1224:HWCKFDRX5:1:2222:3667:35587_CONS_SUB_SUB	720	139	0	0	0	0
A01426:1224:HWCKFDRX5:1:2222:4264:3583_CONS_SUB_SUB_CMP	604	9	0	0	0	0
A01426:1224:HWCKFDRX5:1:2222:4426:22153_CONS_SUB_SUB	203	8	0	0	0	0
A01426:1224:HWCKFDRX5:1:2222:4842:16078_CONS_SUB_SUB_CMP	172	130	0	0	0	0
A01426:1224:HWCKFDRX5:1:2222:6171:4633_CONS_SUB_SUB	50	167	0	0	0	37
A01426:1224:HWCKFDRX5:1:2222:6994:36808_CONS_SUB_SUB_CMP	205	57	0	0	0	1
