	Ascomycota	Basidiomycota	Chytridiomycota	Mucoromycota	Zoopagomycota	NA
A01426:1227:HW7JHDRX5:2:2225:28465:29559_CONS_SUB_SUB	492	107	0	0	0	0
A01426:1227:HW7JHDRX5:2:2225:30264:27414_CONS_SUB_SUB	82	43	0	0	0	0
A01426:1227:HW7JHDRX5:2:2225:30454:3912_CONS_SUB_SUB	453	13	0	0	0	0
A01426:1227:HW7JHDRX5:2:2225:30671:3474_CONS_SUB_SUB	127	14	0	0	0	0
A01426:1227:HW7JHDRX5:2:2225:31141:33912_CONS_SUB_SUB	90	29	0	0	0	0
A01426:1227:HW7JHDRX5:2:2225:32344:4993_CONS_SUB_SUB_CMP	120	2017	0	0	0	0
A01426:1227:HW7JHDRX5:2:2225:3504:9815_CONS_SUB_SUB_CMP	133	20	0	0	0	2
A01426:1227:HW7JHDRX5:2:2225:3513:11616_CONS_SUB_SUB	76	11	0	0	0	0
A01426:1227:HW7JHDRX5:2:2225:4282:13135_CONS_SUB_SUB_CMP	234	4	0	0	0	0
A01426:1227:HW7JHDRX5:2:2225:5195:19946_CONS_SUB_SUB_CMP	79	0	0	0	0	0
A01426:1227:HW7JHDRX5:2:2225:6858:24674_CONS_SUB_SUB_CMP	42	1006	0	0	0	1
A01426:1227:HW7JHDRX5:2:2225:7039:4006_CONS_SUB_SUB_CMP	46	27	0	0	0	0
A01426:1227:HW7JHDRX5:2:2225:7265:13667_CONS_SUB_SUB	6	26	0	0	0	25
A01426:1227:HW7JHDRX5:2:2225:8712:28479_CONS_SUB_SUB	68	3	0	0	0	0
A01426:1227:HW7JHDRX5:2:2225:8929:28354_CONS_SUB_SUB_CMP	724	12	0	0	0	0
A01426:1227:HW7JHDRX5:2:2225:9833:20462_CONS_SUB_SUB	108	32	0	0	0	0
A01426:1227:HW7JHDRX5:2:2226:11767:2926_CONS_SUB_SUB	340	6	0	0	0	0
A01426:1227:HW7JHDRX5:2:2226:12038:2801_CONS_SUB_SUB	359	2	0	0	0	0
A01426:1227:HW7JHDRX5:2:2226:1371:23218_CONS_SUB_SUB_CMP	1029	12	0	0	0	0
A01426:1227:HW7JHDRX5:2:2226:15139:4695_CONS_SUB_SUB_CMP	214	19	0	5	0	0
A01426:1227:HW7JHDRX5:2:2226:15709:29731_CONS_SUB_SUB_CMP	43	21	0	0	0	0
A01426:1227:HW7JHDRX5:2:2226:16297:10770_CONS_SUB_SUB	461	0	0	0	0	0
A01426:1227:HW7JHDRX5:2:2226:16622:3818_CONS_SUB_SUB_CMP	211	22	0	0	0	0
A01426:1227:HW7JHDRX5:2:2226:16631:2112_CONS_SUB_SUB_CMP	650	3	0	0	0	0
A01426:1227:HW7JHDRX5:2:2226:17418:25332_CONS_SUB_SUB_CMP	162	7	0	0	0	0
A01426:1227:HW7JHDRX5:2:2226:17680:3615_CONS_SUB_SUB_CMP	6565	4	0	0	0	0
A01426:1227:HW7JHDRX5:2:2226:19868:34679_CONS_SUB_SUB_CMP	271	57	0	0	0	0
A01426:1227:HW7JHDRX5:2:2226:20148:28964_CONS_SUB_SUB	78	25	0	0	0	0
A01426:1227:HW7JHDRX5:2:2226:20817:17597_CONS_SUB_SUB	478	36	0	0	0	0
A01426:1227:HW7JHDRX5:2:2226:20907:26960_CONS_SUB_SUB_CMP	437	9	0	0	0	0
A01426:1227:HW7JHDRX5:2:2226:21549:16830_CONS_SUB_SUB	74	5	0	1	0	0
A01426:1227:HW7JHDRX5:2:2226:24279:2519_CONS_SUB_SUB	194	130	0	0	0	0
A01426:1227:HW7JHDRX5:2:2226:24948:6433_CONS_SUB_SUB	116	13	0	0	0	0
A01426:1227:HW7JHDRX5:2:2226:26377:15421_CONS_SUB_SUB_CMP	54	105	0	0	0	0
A01426:1227:HW7JHDRX5:2:2226:26386:19069_CONS_SUB_SUB	120	16	0	0	0	0
A01426:1227:HW7JHDRX5:2:2226:27163:8015_CONS_SUB_SUB	1115	22	0	0	0	0
A01426:1227:HW7JHDRX5:2:2226:27642:17018_CONS_SUB_SUB	274	172	0	0	0	0
A01426:1227:HW7JHDRX5:2:2226:27950:22592_CONS_SUB_SUB_CMP	66	7	0	16	0	21
A01426:1227:HW7JHDRX5:2:2226:28140:36605_CONS_SUB_SUB_CMP	66	9	0	0	0	0
A01426:1227:HW7JHDRX5:2:2226:2880:33786_CONS_SUB_SUB_CMP	52	92	0	58	0	0
A01426:1227:HW7JHDRX5:2:2226:31693:8437_CONS_SUB_SUB	50	12	0	2	0	0
A01426:1227:HW7JHDRX5:2:2226:31801:1172_CONS_SUB_SUB	195	22	0	0	0	0
A01426:1227:HW7JHDRX5:2:2226:31882:31720_CONS_SUB_SUB_CMP	335	45	0	0	0	0
A01426:1227:HW7JHDRX5:2:2226:3613:25379_CONS_SUB_SUB	378	5	0	0	0	0
A01426:1227:HW7JHDRX5:2:2226:4942:11209_CONS_SUB_SUB_CMP	108	25	0	0	0	0
A01426:1227:HW7JHDRX5:2:2226:5330:11036_CONS_SUB_SUB_CMP	1608	21	0	0	0	0
A01426:1227:HW7JHDRX5:2:2226:8043:12665_CONS_SUB_SUB_CMP	145	0	0	8	0	0
A01426:1227:HW7JHDRX5:2:2226:8422:8688_CONS_SUB_SUB	996	18	0	0	0	0
A01426:1227:HW7JHDRX5:2:2226:9796:16016_CONS_SUB_SUB	685	40	0	0	0	0
A01426:1227:HW7JHDRX5:2:2226:9995:22654_CONS_SUB_SUB_CMP	81	3	0	0	0	0
A01426:1227:HW7JHDRX5:2:2227:10239:36323_CONS_SUB_SUB	275	3	0	0	0	0
A01426:1227:HW7JHDRX5:2:2227:10294:13620_CONS_SUB_SUB	158	6	0	0	0	0
A01426:1227:HW7JHDRX5:2:2227:11143:9424_CONS_SUB_SUB	405	21	0	0	0	0
A01426:1227:HW7JHDRX5:2:2227:11586:22905_CONS_SUB_SUB	32	0	0	0	0	0
A01426:1227:HW7JHDRX5:2:2227:11849:22827_CONS_SUB_SUB	88	5	0	0	0	9
A01426:1227:HW7JHDRX5:2:2227:1217:13275_CONS_SUB_SUB	133	15	0	0	0	0
A01426:1227:HW7JHDRX5:2:2227:1307:7388_CONS_SUB_SUB	101	2	0	0	0	7
A01426:1227:HW7JHDRX5:2:2227:1362:6073_CONS_SUB_SUB_CMP	153	15	0	0	0	0
A01426:1227:HW7JHDRX5:2:2227:13819:23234_CONS_SUB_SUB	947	416	0	0	0	225
A01426:1227:HW7JHDRX5:2:2227:14109:29246_CONS_SUB_SUB_CMP	33	9	0	0	0	0
A01426:1227:HW7JHDRX5:2:2227:14217:32722_CONS_SUB_SUB_CMP	137	15	0	0	0	0
A01426:1227:HW7JHDRX5:2:2227:14561:36041_CONS_SUB_SUB_CMP	63	167	0	0	0	0
A01426:1227:HW7JHDRX5:2:2227:15709:20024_CONS_SUB_SUB	2436	0	0	0	0	0
A01426:1227:HW7JHDRX5:2:2227:15781:22780_CONS_SUB_SUB_CMP	2418	2792	0	0	0	0
A01426:1227:HW7JHDRX5:2:2227:15817:24659_CONS_SUB_SUB_CMP	205	19	0	0	0	0
A01426:1227:HW7JHDRX5:2:2227:16297:36104_CONS_SUB_SUB	138	7	0	0	0	3
A01426:1227:HW7JHDRX5:2:2227:16839:27868_CONS_SUB_SUB	341	4	0	0	0	0
A01426:1227:HW7JHDRX5:2:2227:19605:22921_CONS_SUB_SUB	328	21	0	0	0	0
A01426:1227:HW7JHDRX5:2:2227:20130:1626_CONS_SUB_SUB	170	7	0	0	0	0
A01426:1227:HW7JHDRX5:2:2227:20690:29215_CONS_SUB_SUB	175	57	0	0	0	106
A01426:1227:HW7JHDRX5:2:2227:20844:35462_CONS_SUB_SUB_CMP	1573	24	0	0	0	0
A01426:1227:HW7JHDRX5:2:2227:21206:33520_CONS_SUB_SUB_CMP	22	48	0	0	0	0
A01426:1227:HW7JHDRX5:2:2227:22327:20588_CONS_SUB_SUB_CMP	82	16	0	0	0	0
A01426:1227:HW7JHDRX5:2:2227:22345:16705_CONS_SUB_SUB_CMP	241	13	0	0	0	0
A01426:1227:HW7JHDRX5:2:2227:22580:32080_CONS_SUB_SUB	400	46	0	0	0	0
A01426:1227:HW7JHDRX5:2:2227:22598:5963_CONS_SUB_SUB_CMP	45	18	0	0	0	0
A01426:1227:HW7JHDRX5:2:2227:23710:1814_CONS_SUB_SUB	60	17	0	0	0	0
A01426:1227:HW7JHDRX5:2:2227:23945:10802_CONS_SUB_SUB	334	18	0	0	0	0
A01426:1227:HW7JHDRX5:2:2227:24288:28776_CONS_SUB_SUB	429	15	0	0	0	0
A01426:1227:HW7JHDRX5:2:2227:24822:3583_CONS_SUB_SUB_CMP	241	22	0	0	0	0
A01426:1227:HW7JHDRX5:2:2227:25400:7216_CONS_SUB_SUB	45469	82	0	0	0	0
A01426:1227:HW7JHDRX5:2:2227:26494:6637_CONS_SUB_SUB	679	27	0	0	0	0
A01426:1227:HW7JHDRX5:2:2227:28393:18129_CONS_SUB_SUB_CMP	563	75	0	0	0	0
A01426:1227:HW7JHDRX5:2:2227:30264:22999_CONS_SUB_SUB	75	15	0	0	0	0
A01426:1227:HW7JHDRX5:2:2227:30490:26772_CONS_SUB_SUB_CMP	111	5	0	0	0	0
A01426:1227:HW7JHDRX5:2:2227:30526:30154_CONS_SUB_SUB	152	31	0	0	0	5
A01426:1227:HW7JHDRX5:2:2227:31141:27398_CONS_SUB_SUB_CMP	265	24	0	0	0	0
A01426:1227:HW7JHDRX5:2:2227:31204:15107_CONS_SUB_SUB_CMP	31	54	0	0	0	0
A01426:1227:HW7JHDRX5:2:2227:32732:17816_CONS_SUB_SUB_CMP	126	80	0	0	0	0
A01426:1227:HW7JHDRX5:2:2227:3622:26209_CONS_SUB_SUB	151	5	0	0	0	0
A01426:1227:HW7JHDRX5:2:2227:4996:35164_CONS_SUB_SUB_CMP	129	21	0	0	0	0
A01426:1227:HW7JHDRX5:2:2227:5077:4711_CONS_SUB_SUB_CMP	104	106	0	0	0	0
A01426:1227:HW7JHDRX5:2:2227:5810:14309_CONS_SUB_SUB_CMP	3368	11	0	3	0	0
A01426:1227:HW7JHDRX5:2:2227:7645:7717_CONS_SUB_SUB	288	41	0	0	0	0
A01426:1227:HW7JHDRX5:2:2227:7654:25989_CONS_SUB_SUB	141	11	0	0	0	0
A01426:1227:HW7JHDRX5:2:2227:9561:8813_CONS_SUB_SUB	64	9	0	0	0	0
A01426:1227:HW7JHDRX5:2:2228:10954:32769_CONS_SUB_SUB	232	1918	0	0	0	0
A01426:1227:HW7JHDRX5:2:2228:11189:17707_CONS_SUB_SUB_CMP	381	37	0	0	0	0
A01426:1227:HW7JHDRX5:2:2228:11713:24909_CONS_SUB_SUB	184	38	0	0	0	0
A01426:1227:HW7JHDRX5:2:2228:11722:29089_CONS_SUB_SUB	878	13	0	0	0	0
A01426:1227:HW7JHDRX5:2:2228:12084:8234_CONS_SUB_SUB	355	5	0	0	0	0
A01426:1227:HW7JHDRX5:2:2228:12102:21699_CONS_SUB_SUB_CMP	37	35	0	0	0	2
A01426:1227:HW7JHDRX5:2:2228:12156:1939_CONS_SUB_SUB	116	31	0	0	0	0
A01426:1227:HW7JHDRX5:2:2228:12237:19586_CONS_SUB_SUB	108	30	0	0	0	0
A01426:1227:HW7JHDRX5:2:2228:12744:27414_CONS_SUB_SUB	96	4	0	6	0	0
A01426:1227:HW7JHDRX5:2:2228:13123:22373_CONS_SUB_SUB	88	5	1	0	0	2
A01426:1227:HW7JHDRX5:2:2228:1344:17973_CONS_SUB_SUB_CMP	54	9	0	0	0	0
A01426:1227:HW7JHDRX5:2:2228:13648:23156_CONS_SUB_SUB_CMP	172	29	0	0	0	0
A01426:1227:HW7JHDRX5:2:2228:13657:21167_CONS_SUB_SUB_CMP	194	7	0	0	0	0
A01426:1227:HW7JHDRX5:2:2228:14199:6167_CONS_SUB_SUB	245	30	0	0	0	0
A01426:1227:HW7JHDRX5:2:2228:14425:34679_CONS_SUB_SUB_CMP	470	566	0	0	0	0
A01426:1227:HW7JHDRX5:2:2228:14642:2080_CONS_SUB_SUB	843	18	0	0	0	0
A01426:1227:HW7JHDRX5:2:2228:15221:23030_CONS_SUB_SUB	15032	10	0	0	0	0
A01426:1227:HW7JHDRX5:2:2228:15465:6324_CONS_SUB_SUB_CMP	223	2	0	0	0	0
A01426:1227:HW7JHDRX5:2:2228:16043:17190_CONS_SUB_SUB	63	16	0	0	0	5
A01426:1227:HW7JHDRX5:2:2228:16631:36119_CONS_SUB_SUB_CMP	322	28	0	0	0	0
A01426:1227:HW7JHDRX5:2:2228:16703:25285_CONS_SUB_SUB	71	30	0	0	0	0
A01426:1227:HW7JHDRX5:2:2228:1823:15765_CONS_SUB_SUB_CMP	143	13	0	0	0	0
A01426:1227:HW7JHDRX5:2:2228:18909:4805_CONS_SUB_SUB	1195	562	0	0	0	0
A01426:1227:HW7JHDRX5:2:2228:19352:14027_CONS_SUB_SUB	321	58	0	0	0	0
A01426:1227:HW7JHDRX5:2:2228:19560:34992_CONS_SUB_SUB	118	30	0	0	0	0
A01426:1227:HW7JHDRX5:2:2228:20690:9768_CONS_SUB_SUB	2303	20	0	0	0	0
A01426:1227:HW7JHDRX5:2:2228:20726:19946_CONS_SUB_SUB_CMP	186	109	0	0	0	35
A01426:1227:HW7JHDRX5:2:2228:2184:16485_CONS_SUB_SUB_CMP	2002	40	0	0	0	0
A01426:1227:HW7JHDRX5:2:2228:22064:11710_CONS_SUB_SUB_CMP	56	35	0	0	0	4
A01426:1227:HW7JHDRX5:2:2228:22390:22952_CONS_SUB_SUB_CMP	169	43	0	27	0	0
A01426:1227:HW7JHDRX5:2:2228:22869:25034_CONS_SUB_SUB	23	20	0	0	0	0
A01426:1227:HW7JHDRX5:2:2228:23882:2300_CONS_SUB_SUB	1946	303	0	9	0	0
A01426:1227:HW7JHDRX5:2:2228:24560:1626_CONS_SUB_SUB	208	29	0	0	0	0
A01426:1227:HW7JHDRX5:2:2228:25861:28964_CONS_SUB_SUB_CMP	29	3	10	0	0	0
A01426:1227:HW7JHDRX5:2:2228:26096:14465_CONS_SUB_SUB	179	72	0	0	0	0
A01426:1227:HW7JHDRX5:2:2228:26440:10300_CONS_SUB_SUB_CMP	164	12	0	0	0	0
A01426:1227:HW7JHDRX5:2:2228:26467:24314_CONS_SUB_SUB_CMP	78	9	0	0	0	0
A01426:1227:HW7JHDRX5:2:2228:27109:27524_CONS_SUB_SUB	1162	0	0	0	0	13
A01426:1227:HW7JHDRX5:2:2228:28257:21057_CONS_SUB_SUB	113	19	0	0	0	0
A01426:1227:HW7JHDRX5:2:2228:28357:30405_CONS_SUB_SUB_CMP	242	9	0	0	0	0
A01426:1227:HW7JHDRX5:2:2228:28583:3991_CONS_SUB_SUB	513	16	0	0	0	0
A01426:1227:HW7JHDRX5:2:2228:28700:6324_CONS_SUB_SUB_CMP	121	4037	0	0	0	0
A01426:1227:HW7JHDRX5:2:2228:2917:31000_CONS_SUB_SUB_CMP	588	1	0	0	0	1
A01426:1227:HW7JHDRX5:2:2228:30798:20760_CONS_SUB_SUB_CMP	27	19	0	0	0	12
A01426:1227:HW7JHDRX5:2:2228:31204:17018_CONS_SUB_SUB_CMP	109	10	0	2	0	0
A01426:1227:HW7JHDRX5:2:2228:31792:6230_CONS_SUB_SUB_CMP	40	111	0	3	0	0
A01426:1227:HW7JHDRX5:2:2228:4173:13698_CONS_SUB_SUB_CMP	553	0	0	0	0	0
A01426:1227:HW7JHDRX5:2:2228:5656:24940_CONS_SUB_SUB	3533	44	0	1	0	0
A01426:1227:HW7JHDRX5:2:2228:6063:36636_CONS_SUB_SUB_CMP	291	14	0	0	0	1
A01426:1227:HW7JHDRX5:2:2228:7310:25864_CONS_SUB_SUB_CMP	229	210	0	0	0	0
A01426:1227:HW7JHDRX5:2:2228:9146:12258_CONS_SUB_SUB	129	19	0	3	0	0
A01426:1227:HW7JHDRX5:2:2229:1244:18270_CONS_SUB_SUB_CMP	256	2	0	0	0	0
A01426:1227:HW7JHDRX5:2:2229:14705:4946_CONS_SUB_SUB_CMP	98	73	0	0	0	0
A01426:1227:HW7JHDRX5:2:2229:15275:31579_CONS_SUB_SUB_CMP	72	60	0	0	0	0
A01426:1227:HW7JHDRX5:2:2229:16288:30639_CONS_SUB_SUB	95	42	0	0	0	0
A01426:1227:HW7JHDRX5:2:2229:16740:6997_CONS_SUB_SUB	95	37	0	0	0	0
A01426:1227:HW7JHDRX5:2:2229:18774:11522_CONS_SUB_SUB_CMP	122	4	0	0	0	0
A01426:1227:HW7JHDRX5:2:2229:18801:12540_CONS_SUB_SUB	759	18746	0	0	0	0
A01426:1227:HW7JHDRX5:2:2229:1922:4351_CONS_SUB_SUB	169	167	0	0	0	0
A01426:1227:HW7JHDRX5:2:2229:19370:24862_CONS_SUB_SUB_CMP	124	56	0	3	0	0
A01426:1227:HW7JHDRX5:2:2229:19542:26412_CONS_SUB_SUB	72	286	0	0	0	3
A01426:1227:HW7JHDRX5:2:2229:19678:16219_CONS_SUB_SUB_CMP	57	68	0	10	0	0
A01426:1227:HW7JHDRX5:2:2229:20672:9267_CONS_SUB_SUB	424	19	0	0	0	0
A01426:1227:HW7JHDRX5:2:2229:21359:11616_CONS_SUB_SUB	75	49	0	0	0	0
A01426:1227:HW7JHDRX5:2:2229:21694:20964_CONS_SUB_SUB_CMP	185	17	0	0	0	0
A01426:1227:HW7JHDRX5:2:2229:21829:11710_CONS_SUB_SUB	364	41	0	0	0	0
A01426:1227:HW7JHDRX5:2:2229:23448:30013_CONS_SUB_SUB_CMP	25	136	0	0	0	0
A01426:1227:HW7JHDRX5:2:2229:2374:20259_CONS_SUB_SUB_CMP	149	1	0	0	0	0
A01426:1227:HW7JHDRX5:2:2229:24478:14293_CONS_SUB_SUB_CMP	102	4	0	0	0	0
A01426:1227:HW7JHDRX5:2:2229:24740:36166_CONS_SUB_SUB	990	563	0	0	0	0
A01426:1227:HW7JHDRX5:2:2229:27380:3067_CONS_SUB_SUB_CMP	655	31	0	0	0	3
A01426:1227:HW7JHDRX5:2:2229:28745:25473_CONS_SUB_SUB_CMP	7063	8	0	0	0	0
A01426:1227:HW7JHDRX5:2:2229:29071:9251_CONS_SUB_SUB	135	18	0	0	0	0
A01426:1227:HW7JHDRX5:2:2229:2962:25848_CONS_SUB_SUB	153	92	0	0	0	0
A01426:1227:HW7JHDRX5:2:2229:2998:32362_CONS_SUB_SUB	48	16	0	0	0	0
A01426:1227:HW7JHDRX5:2:2229:30264:19335_CONS_SUB_SUB_CMP	246	24	0	0	0	0
A01426:1227:HW7JHDRX5:2:2229:30373:36370_CONS_SUB_SUB_CMP	346	64	0	0	0	0
A01426:1227:HW7JHDRX5:2:2229:31828:7106_CONS_SUB_SUB_CMP	440	9	0	0	0	0
A01426:1227:HW7JHDRX5:2:2229:32732:15123_CONS_SUB_SUB_CMP	380	7	0	0	0	0
A01426:1227:HW7JHDRX5:2:2229:3432:2957_CONS_SUB_SUB	233	189	0	0	0	0
A01426:1227:HW7JHDRX5:2:2229:3667:28980_CONS_SUB_SUB	39	4	0	25	0	0
A01426:1227:HW7JHDRX5:2:2229:4969:25723_CONS_SUB_SUB	282	26	0	0	0	0
A01426:1227:HW7JHDRX5:2:2229:5855:8030_CONS_SUB_SUB_CMP	7375	5	0	0	0	21
A01426:1227:HW7JHDRX5:2:2229:6931:32409_CONS_SUB_SUB_CMP	43	6	0	0	0	0
A01426:1227:HW7JHDRX5:2:2229:8929:1579_CONS_SUB_SUB_CMP	189	51	0	0	0	0
A01426:1227:HW7JHDRX5:2:2230:10963:2378_CONS_SUB_SUB_CMP	1425	169	0	0	0	0
A01426:1227:HW7JHDRX5:2:2230:11080:5181_CONS_SUB_SUB_CMP	33	2	0	0	0	1
A01426:1227:HW7JHDRX5:2:2230:11098:12446_CONS_SUB_SUB	817	2	0	0	0	0
A01426:1227:HW7JHDRX5:2:2230:11225:22498_CONS_SUB_SUB	791	63	0	0	0	0
A01426:1227:HW7JHDRX5:2:2230:11388:24439_CONS_SUB_SUB	63	15	0	0	0	0
A01426:1227:HW7JHDRX5:2:2230:13892:36135_CONS_SUB_SUB	2561	35	0	0	0	0
A01426:1227:HW7JHDRX5:2:2230:14199:17660_CONS_SUB_SUB	1426	49	0	0	0	0
A01426:1227:HW7JHDRX5:2:2230:14561:5822_CONS_SUB_SUB_CMP	737	5	0	126	0	0
A01426:1227:HW7JHDRX5:2:2230:15709:23469_CONS_SUB_SUB	210	8	0	0	0	2837
A01426:1227:HW7JHDRX5:2:2230:16016:26099_CONS_SUB_SUB	140	9	0	0	0	0
A01426:1227:HW7JHDRX5:2:2230:16830:15295_CONS_SUB_SUB	1767	12	0	0	0	0
A01426:1227:HW7JHDRX5:2:2230:17246:13792_CONS_SUB_SUB_CMP	936	31	0	0	0	0
A01426:1227:HW7JHDRX5:2:2230:18394:16689_CONS_SUB_SUB_CMP	73	30	0	4	0	0
A01426:1227:HW7JHDRX5:2:2230:18918:11929_CONS_SUB_SUB_CMP	109	2	0	0	0	0
A01426:1227:HW7JHDRX5:2:2230:19316:16094_CONS_SUB_SUB_CMP	123	75	0	0	0	0
A01426:1227:HW7JHDRX5:2:2230:20546:34851_CONS_SUB_SUB	135	51	0	0	0	0
A01426:1227:HW7JHDRX5:2:2230:21079:35368_CONS_SUB_SUB_CMP	71	23	0	3	0	0
A01426:1227:HW7JHDRX5:2:2230:21106:31688_CONS_SUB_SUB	249	351	0	5	0	0
A01426:1227:HW7JHDRX5:2:2230:21522:23328_CONS_SUB_SUB	165	15	0	0	0	0
A01426:1227:HW7JHDRX5:2:2230:22218:16297_CONS_SUB_SUB	648	10	0	0	0	0
A01426:1227:HW7JHDRX5:2:2230:22471:11224_CONS_SUB_SUB	126	2	0	0	0	0
A01426:1227:HW7JHDRX5:2:2230:23502:13636_CONS_SUB_SUB	2513	5	0	0	0	0
A01426:1227:HW7JHDRX5:2:2230:23791:5776_CONS_SUB_SUB_CMP	77	120	0	0	0	0
A01426:1227:HW7JHDRX5:2:2230:24279:8750_CONS_SUB_SUB_CMP	86	8	0	0	0	0
A01426:1227:HW7JHDRX5:2:2230:24749:18114_CONS_SUB_SUB_CMP	98	11	0	0	0	0
A01426:1227:HW7JHDRX5:2:2230:25509:34835_CONS_SUB_SUB_CMP	124	113	0	0	0	0
A01426:1227:HW7JHDRX5:2:2230:25744:21245_CONS_SUB_SUB	143	2	0	0	0	0
A01426:1227:HW7JHDRX5:2:2230:29197:36495_CONS_SUB_SUB_CMP	1190	23	0	0	0	0
A01426:1227:HW7JHDRX5:2:2230:29414:6558_CONS_SUB_SUB_CMP	182	6572	0	0	0	0
A01426:1227:HW7JHDRX5:2:2230:30779:12931_CONS_SUB_SUB_CMP	95	7	0	0	0	0
A01426:1227:HW7JHDRX5:2:2230:3450:12132_CONS_SUB_SUB	1674	11	0	0	0	0
A01426:1227:HW7JHDRX5:2:2230:3540:20055_CONS_SUB_SUB_CMP	41	112	0	0	0	0
A01426:1227:HW7JHDRX5:2:2230:4571:6621_CONS_SUB_SUB	35	86	0	0	0	2
A01426:1227:HW7JHDRX5:2:2230:4833:34444_CONS_SUB_SUB	326	36	0	0	0	0
A01426:1227:HW7JHDRX5:2:2230:6470:33677_CONS_SUB_SUB_CMP	363	93	0	0	0	0
A01426:1227:HW7JHDRX5:2:2230:6867:11819_CONS_SUB_SUB_CMP	678	25	0	0	0	0
A01426:1227:HW7JHDRX5:2:2230:8106:9831_CONS_SUB_SUB_CMP	849	20	0	0	0	0
A01426:1227:HW7JHDRX5:2:2230:8675:18803_CONS_SUB_SUB	407	4	0	0	0	0
A01426:1227:HW7JHDRX5:2:2230:8793:27680_CONS_SUB_SUB_CMP	105	14	0	0	0	0
A01426:1227:HW7JHDRX5:2:2230:9236:33677_CONS_SUB_SUB	351	56	0	0	0	0
A01426:1227:HW7JHDRX5:2:2231:10493:6856_CONS_SUB_SUB_CMP	502	85	0	0	0	0
A01426:1227:HW7JHDRX5:2:2231:10908:21856_CONS_SUB_SUB_CMP	1100	59	0	0	0	0
A01426:1227:HW7JHDRX5:2:2231:11225:23938_CONS_SUB_SUB_CMP	100	0	0	0	20	0
A01426:1227:HW7JHDRX5:2:2231:14823:36151_CONS_SUB_SUB	265	118	0	0	0	0
A01426:1227:HW7JHDRX5:2:2231:16098:4225_CONS_SUB_SUB_CMP	1165	70	0	0	0	0
A01426:1227:HW7JHDRX5:2:2231:16622:5353_CONS_SUB_SUB_CMP	198	45	0	0	0	0
A01426:1227:HW7JHDRX5:2:2231:18846:24831_CONS_SUB_SUB_CMP	7050	0	0	0	0	0
A01426:1227:HW7JHDRX5:2:2231:20672:35728_CONS_SUB_SUB_CMP	21	4	0	0	0	0
A01426:1227:HW7JHDRX5:2:2231:21070:30436_CONS_SUB_SUB	58	14	0	0	0	0
A01426:1227:HW7JHDRX5:2:2231:22652:34053_CONS_SUB_SUB	149	57	0	0	0	147
A01426:1227:HW7JHDRX5:2:2231:2275:12446_CONS_SUB_SUB_CMP	325	9	0	19	0	0
A01426:1227:HW7JHDRX5:2:2231:23818:7576_CONS_SUB_SUB_CMP	51	22	0	0	0	0
A01426:1227:HW7JHDRX5:2:2231:23882:30859_CONS_SUB_SUB_CMP	312	17	0	0	0	0
A01426:1227:HW7JHDRX5:2:2231:24080:22341_CONS_SUB_SUB	119	48	0	0	0	0
A01426:1227:HW7JHDRX5:2:2231:25545:2550_CONS_SUB_SUB	183	1	0	0	0	8
A01426:1227:HW7JHDRX5:2:2231:26377:14732_CONS_SUB_SUB	153	12	0	0	0	0
A01426:1227:HW7JHDRX5:2:2231:26820:28432_CONS_SUB_SUB_CMP	185	5	0	0	0	63
A01426:1227:HW7JHDRX5:2:2231:27778:3537_CONS_SUB_SUB_CMP	110	66	0	0	0	0
A01426:1227:HW7JHDRX5:2:2231:28085:5321_CONS_SUB_SUB	86	100	0	0	0	3
A01426:1227:HW7JHDRX5:2:2231:28818:21746_CONS_SUB_SUB	462	9	0	0	0	0
A01426:1227:HW7JHDRX5:2:2231:2935:20384_CONS_SUB_SUB_CMP	163	20	0	0	0	4
A01426:1227:HW7JHDRX5:2:2231:30400:15562_CONS_SUB_SUB_CMP	309	18	0	0	0	0
A01426:1227:HW7JHDRX5:2:2231:30716:34835_CONS_SUB_SUB	1669	20	0	0	0	0
A01426:1227:HW7JHDRX5:2:2231:31033:2910_CONS_SUB_SUB	226	9	0	0	0	3
A01426:1227:HW7JHDRX5:2:2231:31937:29058_CONS_SUB_SUB_CMP	171	33	0	0	0	0
A01426:1227:HW7JHDRX5:2:2231:3423:22013_CONS_SUB_SUB	392	46	0	0	0	0
A01426:1227:HW7JHDRX5:2:2231:4101:7748_CONS_SUB_SUB	32	575	0	0	0	0
A01426:1227:HW7JHDRX5:2:2231:4155:2832_CONS_SUB_SUB_CMP	315	48	0	0	0	0
A01426:1227:HW7JHDRX5:2:2231:4580:13495_CONS_SUB_SUB	128	5	0	0	0	0
A01426:1227:HW7JHDRX5:2:2231:5095:2268_CONS_SUB_SUB	163	80	0	0	0	0
A01426:1227:HW7JHDRX5:2:2231:5240:11694_CONS_SUB_SUB	50	15	0	0	0	0
A01426:1227:HW7JHDRX5:2:2231:6253:9095_CONS_SUB_SUB_CMP	99	233	0	0	0	0
A01426:1227:HW7JHDRX5:2:2231:6768:16720_CONS_SUB_SUB_CMP	576	3884	0	2	0	0
A01426:1227:HW7JHDRX5:2:2231:7916:24784_CONS_SUB_SUB	183	42	0	0	0	0
A01426:1227:HW7JHDRX5:2:2231:8024:2300_CONS_SUB_SUB_CMP	94	46	0	0	0	2
A01426:1227:HW7JHDRX5:2:2231:8296:6778_CONS_SUB_SUB	91	88	0	0	0	0
