T_ZONE1;T_ZONE2;T_ZONE3;T_ZONE4;T_ZONE5;T_ZONE6;H_ZONE1;H_ZONE2;H_ZONE3;H_ZONE4;H_ZONE5;H_ZONE6
20,992;20,66;20,663;20,502;20,474;20,471;100,00;100,00;100,00;100,00;100,00;100,00
20,998;20,752;20,657;20,533;20,477;20,49;100,00;100,00;100,00;100,00;100,00;100,00
21,059;20,623;20,56;20,512;20,473;20,478;100,00;100,00;100,00;100,00;100,00;100,00
20,996;20,586;20,579;20,447;20,409;20,416;100,00;100,00;100,00;100,00;100,00;100,00
20,982;20,631;20,617;20,501;20,57;20,53;100,00;100,00;100,00;100,00;100,00;100,00
20,989;20,558;20,487;20,518;20,444;20,499;100,00;100,00;100,00;100,00;100,00;100,00
20,916;20,483;20,515;20,41;20,374;20,369;100,00;100,00;100,00;100,00;100,00;100,00
20,845;20,566;20,484;20,428;20,354;20,359;100,00;100,00;100,00;100,00;100,00;100,00
20,859;20,579;20,456;20,378;20,303;20,304;100,00;100,00;100,00;100,00;100,00;100,00
20,699;20,505;20,518;20,374;20,341;20,347;100,00;100,00;100,00;100,00;100,00;100,00
20,872;20,595;20,588;20,424;20,357;20,362;100,00;100,00;100,00;100,00;100,00;100,00
20,822;20,666;20,56;20,458;20,439;20,388;100,00;100,00;100,00;100,00;100,00;100,00
20,962;20,663;20,572;20,49;20,418;20,418;100,00;100,00;100,00;100,00;100,00;100,00
20,915;20,53;20,489;20,447;20,359;20,372;100,00;100,00;100,00;100,00;100,00;100,00
20,916;20,508;20,47;20,413;20,356;20,374;100,00;100,00;100,00;100,00;100,00;100,00
20,928;20,541;20,443;20,387;20,344;20,32;100,00;100,00;100,00;100,00;100,00;100,00
20,839;20,548;20,545;20,369;20,351;20,393;100,00;100,00;100,00;100,00;100,00;100,00
20,761;20,529;20,467;20,369;20,3;20,301;100,00;100,00;100,00;100,00;100,00;100,00
20,845;20,507;20,563;20,394;20,338;20,341;100,00;100,00;100,00;100,00;100,00;100,00
20,845;20,724;20,563;20,405;20,378;20,359;100,00;100,00;100,00;100,00;100,00;100,00
20,98;20,638;20,52;20,418;20,4;20,397;100,00;100,00;100,00;100,00;100,00;100,00
20,891;20,554;20,507;20,41;20,357;20,36;100,00;100,00;100,00;100,00;100,00;100,00
20,831;20,518;20,489;20,366;20,301;20,273;100,00;100,00;100,00;100,00;100,00;100,00
20,831;20,539;20,514;20,366;20,328;20,304;100,00;100,00;100,00;100,00;100,00;100,00
20,728;20,757;20,484;20,338;20,292;20,266;100,00;100,00;100,00;100,00;100,00;100,00
20,796;20,693;20,489;20,369;20,291;20,26;100,00;100,00;100,00;100,00;100,00;100,00
20,817;20,437;20,397;20,391;20,264;20,254;100,00;100,00;100,00;100,00;100,00;100,00
20,78;20,377;20,335;20,325;20,275;20,283;100,00;100,00;100,00;100,00;100,00;100,00
20,694;20,377;20,35;20,233;20,192;20,202;100,00;100,00;100,00;100,00;100,00;100,00
20,727;20,396;20,35;20,26;20,245;20,249;100,00;100,00;100,00;100,00;100,00;100,00
20,694;20,379;20,362;20,261;20,236;20,214;100,00;100,00;100,00;100,00;100,00;100,00
20,607;20,431;20,344;20,264;20,213;20,202;100,00;100,00;100,00;100,00;100,00;100,00
20,643;20,402;20,4;20,249;20,223;20,223;100,00;100,00;100,00;100,00;100,00;100,00
20,65;20,539;20,409;20,291;20,229;20,207;100,00;100,00;100,00;100,00;100,00;100,00
20,677;20,604;20,408;20,282;20,213;20,223;100,00;100,00;100,00;100,00;100,00;100,00
20,782;20,418;20,362;20,309;20,226;20,229;100,00;100,00;100,00;100,00;100,00;100,00
20,623;20,377;20,409;20,273;20,23;20,205;100,00;100,00;100,00;100,00;100,00;100,00
20,7;20,512;20,436;20,298;20,254;20,289;100,00;100,00;100,00;100,00;100,00;100,00
20,588;20,492;20,428;20,295;20,291;20,241;100,00;100,00;100,00;100,00;100,00;100,00
20,6;20,493;20,413;20,294;20,252;20,223;100,00;100,00;100,00;100,00;100,00;100,00
20,585;20,496;20,408;20,289;20,229;20,207;100,00;100,00;100,00;100,00;100,00;100,00
20,72;20,397;20,27;20,267;20,21;20,192;100,00;100,00;100,00;100,00;100,00;100,00
20,691;20,267;20,223;20,224;20,177;20,204;100,00;100,00;100,00;100,00;100,00;100,00
20,625;20,322;20,245;20,162;20,134;20,154;100,00;100,00;100,00;100,00;100,00;100,00
20,529;20,292;20,239;20,159;20,134;20,145;100,00;100,00;100,00;100,00;100,00;100,00
20,697;20,245;20,22;20,159;20,109;20,083;100,00;100,00;100,00;100,00;100,00;100,00
20,663;20,201;20,21;20,148;20,096;20,094;100,00;100,00;100,00;100,00;100,00;100,00
20,478;20,27;20,217;20,12;20,056;20,049;100,00;100,00;100,00;100,00;100,00;100,00
20,572;20,272;20,247;20,111;20,089;20,053;100,00;100,00;100,00;100,00;100,00;100,00
20,64;20,258;20,276;20,17;20,121;20,167;100,00;100,00;100,00;100,00;100,00;100,00
20,727;20,28;20,208;20,186;20,096;20,081;100,00;100,00;100,00;100,00;100,00;100,00
20,674;20,221;20,227;20,139;20,087;20,09;100,00;100,00;100,00;100,00;100,00;100,00
20,612;20,316;20,257;20,152;20,097;20,097;100,00;100,00;100,00;100,00;100,00;100,00
20,625;20,338;20,258;20,148;20,068;20,083;100,00;100,00;100,00;100,00;100,00;100,00
20,557;20,304;20,257;20,146;20,074;20,096;100,00;100,00;100,00;100,00;100,00;100,00
20,641;20,412;20,351;20,159;20,093;20,111;100,00;100,00;100,00;100,00;100,00;100,00
20,495;20,303;20,279;20,165;20,121;20,089;100,00;100,00;100,00;100,00;100,00;100,00
20,688;20,298;20,283;20,182;20,139;20,112;100,00;100,00;100,00;100,00;100,00;100,00
20,675;20,278;20,185;20,142;20,089;20,08;100,00;100,00;100,00;100,00;100,00;100,00
20,607;20,242;20,211;20,111;20,075;20,087;100,00;100,00;100,00;100,00;100,00;100,00
20,631;20,227;20,176;20,105;20,053;20,032;100,00;100,00;100,00;100,00;100,00;100,00
20,578;20,351;20,177;20,081;20,028;20,021;100,00;100,00;100,00;100,00;100,00;100,00
20,539;20,229;20,208;20,072;20,049;20,027;100,00;100,00;100,00;100,00;100,00;100,00
20,563;20,226;20,204;20,078;20,032;20,035;100,00;100,00;100,00;100,00;100,00;100,00
20,521;20,238;20,251;20,097;20,043;20,043;100,00;100,00;100,00;100,00;100,00;100,00
20,578;20,306;20,283;20,152;20,139;20,136;100,00;100,00;100,00;100,00;100,00;100,00
20,591;20,43;20,314;20,168;20,139;20,154;100,00;100,00;100,00;100,00;100,00;100,00
20,615;20,424;20,273;20,198;20,124;20,164;100,00;100,00;100,00;100,00;100,00;100,00
20,477;20,201;20,216;20,112;20,065;20,046;100,00;100,00;100,00;100,00;100,00;100,00
20,518;20,245;20,292;20,139;20,066;20,078;100,00;100,00;100,00;100,00;100,00;100,00
20,501;20,298;20,235;20,1;20,089;20,013;100,00;100,00;100,00;100,00;100,00;100,00
20,631;20,255;20,174;20,112;20,055;20,015;100,00;100,00;100,00;100,00;100,00;100,00
20,601;20,204;20,18;20,094;19,997;20,009;100,00;100,00;100,00;100,00;100,00;100,00
20,603;20,195;20,124;20,093;20,058;20,022;100,00;100,00;100,00;100,00;100,00;100,00
20,486;20,269;20,12;20,072;20,006;19,99;100,00;100,00;100,00;100,00;100,00;100,00
20,541;20,13;20,12;20,049;19,999;19,991;100,00;100,00;100,00;100,00;100,00;100,00
20,484;20,152;20,152;20,04;20;20,018;100,00;100,00;100,00;100,00;100,00;100,00
20,425;20,198;20,161;20,049;19,997;19,994;100,00;100,00;100,00;100,00;100,00;100,00
20,483;20,251;20,236;20,093;20,075;20,05;100,00;100,00;100,00;100,00;100,00;100,00
20,529;20,221;20,13;20,143;20,058;20,092;100,00;100,00;100,00;100,00;100,00;100,00
20,546;20,168;20,145;20,053;20,025;20,007;100,00;100,00;100,00;100,00;100,00;100,00
20,527;20,205;20,146;20,083;20,056;20,024;100,00;100,00;100,00;100,00;100,00;100,00
20,413;20,202;20,167;20,081;20,037;20,024;100,00;100,00;100,00;100,00;100,00;100,00
20,58;20,332;20,187;20,121;20,035;20,065;100,00;100,00;100,00;100,00;100,00;100,00
20,523;20,251;20,223;20,078;20,052;20,046;100,00;100,00;100,00;100,00;100,00;100,00
20,499;20,303;20,286;20,149;20,121;20,096;100,00;100,00;100,00;100,00;100,00;100,00
20,615;20,378;20,283;20,192;20,151;20,139;100,00;100,00;100,00;100,00;100,00;100,00
20,681;20,307;20,23;20,207;20,198;20,18;100,00;100,00;100,00;100,00;100,00;100,00
20,635;20,267;20,22;20,198;20,149;20,108;100,00;100,00;100,00;100,00;100,00;100,00
20,591;20,247;20,273;20,151;20,114;20,068;100,00;100,00;100,00;100,00;100,00;100,00
20,659;20,331;20,27;20,192;20,146;20,143;100,00;100,00;100,00;100,00;100,00;100,00
20,662;20,306;20,275;20,208;20,167;20,108;100,00;100,00;100,00;100,00;100,00;100,00
20,675;20,317;20,307;20,229;20,21;20,195;100,00;100,00;100,00;100,00;100,00;100,00
20,715;20,34;20,316;20,198;20,182;20,177;100,00;100,00;100,00;100,00;100,00;100,00
20,669;20,35;20,341;20,224;20,207;20,185;100,00;100,00;100,00;100,00;100,00;100,00
20,575;20,434;20,35;20,264;20,23;20,192;100,00;100,00;100,00;100,00;100,00;100,00
20,677;20,399;20,388;20,276;20,251;20,241;100,00;100,00;100,00;100,00;100,00;100,00
20,728;20,455;20,374;20,32;20,269;20,254;100,00;100,00;100,00;100,00;100,00;100,00
20,745;20,4;20,415;20,301;20,32;20,28;100,00;100,00;100,00;100,00;100,00;100,00
20,724;20,609;20,464;20,273;20,245;20,252;100,00;100,00;100,00;100,00;100,00;100,00
20,728;20,675;20,449;20,328;20,317;20,278;100,00;100,00;100,00;100,00;100,00;100,00
20,873;20,474;20,412;20,334;20,322;20,3;100,00;100,00;100,00;100,00;100,00;100,00
20,801;20,455;20,399;20,341;20,276;20,254;100,00;100,00;100,00;100,00;100,00;100,00
20,826;20,742;20,505;20,402;20,422;20,396;100,00;100,00;100,00;100,00;100,00;100,00
20,808;20,773;20,544;20,471;20,468;20,473;100,00;100,00;100,00;100,00;100,00;100,00
20,943;20,589;20,566;20,381;20,387;20,412;100,00;100,00;100,00;100,00;100,00;100,00
20,857;20,715;20,546;20,501;20,447;20,419;100,00;100,00;100,00;100,00;100,00;100,00
20,97;20,686;20,616;20,563;20,468;20,51;100,00;100,00;100,00;100,00;100,00;100,00
20,817;20,835;20,638;20,617;20,619;20,541;100,00;100,00;100,00;100,00;100,00;100,00
20,817;20,711;20,765;20,675;20,697;20,74;100,00;100,00;100,00;100,00;100,00;100,00
20,802;21,056;20,977;20,847;20,918;20,764;100,00;100,00;100,00;100,00;100,00;100,00
21,119;21,151;21,054;21,059;21,119;21,156;100,00;100,00;100,00;100,00;100,00;100,00
21,174;20,931;20,985;21,145;21,14;21,297;100,00;100,00;100,00;100,00;100,00;100,00
21,24;20,956;21,112;21,026;21,016;21,016;100,00;100,00;100,00;100,00;100,00;100,00
21,245;20,906;21,14;21,281;21,323;21,197;100,00;100,00;100,00;100,00;100,00;99,27
21,191;21,34;21,251;21,404;21,467;21,475;100,00;100,00;100,00;100,00;100,00;99,60
21,247;21,016;21,251;21,333;21,297;21,559;100,00;100,00;100,00;100,00;100,00;98,65
21,297;21,199;21,323;21,49;21,449;21,725;100,00;100,00;100,00;100,00;100,00;98,02
21,388;21,14;21,367;21,458;21,52;21,66;100,00;100,00;100,00;100,00;100,00;98,35
21,498;21,26;21,631;21,554;21,52;21,45;100,00;100,00;100,00;100,00;100,00;100,00
21,593;21,523;21,695;21,643;21,504;21,767;100,00;100,00;100,00;100,00;100,00;99,27
21,504;21,605;21,579;21,755;21,651;21,914;100,00;100,00;100,00;100,00;100,00;98,97
21,554;21,795;21,911;21,972;21,913;22,039;100,00;100,00;100,00;100,00;100,00;98,97
21,6;21,652;21,862;22,118;22,111;22,415;100,00;100,00;100,00;100,00;100,00;98,35
21,599;21,524;21,899;22,181;22,194;22,619;100,00;100,00;100,00;100,00;100,00;98,65
21,77;21,7;22,058;22,081;22;22,337;100,00;100,00;100,00;100,00;100,00;97,40
21,773;22,026;22,246;22,185;22,298;22,528;100,00;100,00;100,00;100,00;100,00;97,70
21,716;21,789;22,3;22,364;22,506;22,343;100,00;100,00;100,00;100,00;100,00;97,07
21,773;22,127;22,552;22,464;22,676;22,857;100,00;100,00;100,00;100,00;100,00;96,15
22,029;22,19;22,478;22,715;22,889;23,274;100,00;100,00;100,00;100,00;100,00;93,65
22,066;22,582;22,805;22,953;23,193;23,316;100,00;100,00;100,00;100,00;95,22;90,85
22,273;22,615;22,836;23,281;23,341;24,046;100,00;100,00;100,00;100,00;95,52;86,85
22,187;22,637;22,877;23,283;23,305;23,949;100,00;100,00;100,00;100,00;96,75;93,95
22,36;22,619;22,715;23,151;23,23;23,973;100,00;100,00;100,00;100,00;91,85;86,85
22,418;22,887;22,986;23,226;23,41;23,853;100,00;100,00;100,00;100,00;92,45;87,15
22,467;22,869;22,76;23,365;23,774;23,726;100,00;100,00;100,00;100,00;87,30;85,32
22,473;22,883;22,925;23,465;23,541;23,433;100,00;100,00;100,00;100,00;89,10;86,85
22,367;22,853;22,955;23,642;23,668;23,487;100,00;100,00;100,00;100,00;92,77;92,70
22,64;22,934;23,05;23,753;23,96;23,692;100,00;100,00;100,00;100,00;91,85;90,55
22,91;22,911;23,025;23,981;23,895;23,985;100,00;100,00;100,00;100,00;89,42;88,07
22,811;22,847;23,089;23,917;24,018;24,172;100,00;100,00;100,00;98,82;86,70;85,32
22,892;23,166;23,29;24,038;23,786;23,972;100,00;100,00;96,80;88,65;88,20;84,40
22,931;23,211;23,379;24,157;24,008;23,966;100,00;100,00;97,42;87,72;87,00;82,57
22,666;22,94;23,388;24,274;23,972;24,047;100,00;99,60;97,10;84,70;84,27;81,97
22,943;23,314;23,678;24,101;24,213;24,124;100,00;100,00;97,10;85,60;86,70;84,70
23,247;23,701;23,966;24,101;24,761;24,566;100,00;100,00;95,52;91,40;84,57;86,55
23,071;23,574;24,044;24,399;24,579;24,629;100,00;100,00;94,57;88,35;82,50;83,80
23,37;23,829;24,472;24,782;24,899;24,523;100,00;99,00;89,85;84,10;83,07;79,85
23,88;24,378;24,728;25,33;25,421;24,946;100,00;99,00;90,77;78,70;80,10;78,95
23,298;23,565;23,911;25,604;24,719;25,308;100,00;96,90;87,97;79,27;80,10;78,05
23,044;23,398;23,969;24,823;24,438;24,556;100,00;94,20;90,15;80,17;81,90;81,65
22,937;23,271;23,689;24,637;24,44;24,693;100,00;98,10;93,92;81,37;85,47;81,97
22,89;23,217;23,6;24,354;24,345;24,41;100,00;98,10;93,00;83,80;84,57;82,57
22,878;23,304;23,61;24,263;24,108;24,157;100,00;100,00;94,25;86,82;87,00;84,40
22,982;23,232;23,689;24,401;24,204;24,311;100,00;98,70;91,42;85,60;86,10;85,32
22,729;23,115;23,422;24,088;23,981;23,964;100,00;98,40;95,52;86,52;85,80;85,32
22,705;23,157;23,493;23,985;23,969;24,029;100,00;100,00;92,05;88,35;84,27;82,87
22,8;23,002;23,543;24,16;24,101;24,089;100,00;97,80;91,72;85,00;82,50;83,47
22,965;23,272;23,451;23,997;24,111;24,052;100,00;99,00;95,82;85,30;82,20;82,57
23,026;23,277;23,686;24,207;24,166;24,367;100,00;98,10;95,20;82,87;87,90;85,92
23,134;23,549;23,945;24,322;24,661;24,197;100,00;95,10;94,57;84,70;84,27;85,00
23,218;23,856;24,396;24,693;25,322;25,037;100,00;95,10;91,10;84,70;79,20;81,35
23,341;24,286;25,636;25,939;25,188;25,162;100,00;93,92;85,17;77,20;78,02;76,25
23,241;24,357;26,282;26,137;25,908;25,687;100,00;87,42;77,47;74,22;73,90;72,95
23,298;24,558;26;26,473;26,048;25,728;100,00;85,95;76,57;75,42;73,60;72,95
23,413;24,716;26,115;26,428;26,143;26,169;100,00;86,52;78,10;73,35;74,20;72,37
23,493;25,027;25,971;26,626;26,61;26,365;100,00;81,00;77,77;73,92;73,02;72,95
23,564;25,354;26,028;27,327;26,23;26,143;100,00;83,02;77,77;69,22;74,50;72,07
23,832;25,595;26,378;27,758;26,683;26,358;99,52;78,42;73,85;68,65;71,27;70,87
23,705;25,595;26,418;26,712;26,772;26,525;100,00;89,47;75,65;74,22;75,07;69,12
23,705;25,043;26,581;26,985;26,775;26,963;99,82;84,50;75,95;72,45;70,70;72,95
24,059;25,725;26,569;27,016;27,107;26,909;98,27;85,07;72,62;69,22;69,52;68,22
24,12;25,705;26,444;27,242;27,598;26,903;97,65;80,72;73,85;68,65;67,50;68,82
24,325;25,89;26,276;27,551;28,053;27,332;99,52;85,07;81,77;69,82;67,80;69,40
24,325;25,843;26,364;27,007;27,52;26,667;98,90;87,70;80,85;69,82;68,95;75,05
24,171;25,435;25,606;26,874;26,787;27,072;100,00;90,05;87,65;71,87;79,20;70,60
23,88;25,04;25,69;26,313;26,917;26,669;100,00;92,72;87,97;79,87;73,90;74,45
23,859;25,095;25,578;26,581;27,118;26,525;100,00;92,42;87,02;77,20;74,50;72,95
24,079;25,129;26,022;26,488;27,265;26,692;100,00;92,12;83,92;78,97;70,97;71,77
23,955;25,132;25,627;26,607;26,936;26,917;100,00;95,10;92,35;81,67;75,37;75,95
23,851;24,972;25,516;26,458;26,903;26,629;100,00;95,70;93,00;79,87;75,95;75,35
23,851;25,012;25,482;26,048;26,726;27,005;100,00;94,80;92,35;88,35;82,77;82,57
23,868;25,144;25,667;26,421;26,863;26,733;100,00;94,50;92,05;85,30;80,70;76,55
24,02;25,328;25,994;26,581;26,97;27,239;100,00;90,95;90,47;86,52;82,20;83,47
24,089;25,389;25,996;26,724;26,838;27,562;100,00;92,12;88,90;85,60;84,87;80,75
24,02;25,208;25,72;26,369;26,362;27,25;100,00;92,72;89,52;85,60;86,10;81,05
24,056;25,202;25,781;26,221;26,495;26,848;100,00;93,02;90,15;85,60;83,97;81,35
24,1;25,363;25,81;26,356;26,632;27,175;100,00;90,35;89,85;85,90;85,47;82,57
23,991;25,202;25,529;26,049;26,253;26,96;100,00;93,02;91,42;88,05;86,10;81,35
23,893;24,945;25,305;26,028;26,051;26,641;100,00;94,80;92,35;87,72;86,40;83,17
23,848;24,811;25,199;25,532;25,882;26,212;100,00;94,80;93,30;90,47;89,42;85,62
23,841;24,791;24,992;25,464;25,621;26,094;100,00;94,80;93,62;91,40;90,02;89,00
23,821;24,76;24,885;25,403;25,709;26,039;100,00;95,40;96,47;90,47;89,72;87,77
23,808;24,614;24,743;25,107;25,357;25,919;100,00;96,60;96,47;93,25;91,85;87,77
23,77;24,573;24,744;25,151;25,174;25,827;100,00;96,00;96,15;92,02;92,15;89,30
23,749;24,526;24,669;25,107;25,419;25,688;100,00;95,70;96,15;92,62;90,32;89,92
23,716;24,507;24,679;25,031;25,263;25,688;100,00;96,30;95,82;92,02;90,92;88,07
23,663;24,55;24,716;25,138;25,418;25,694;100,00;95,70;96,80;91,70;90,02;89,30
23,64;24,457;24,646;25,333;25,5;25,69;100,00;96,60;96,80;92,02;90,92;89,92
23,604;24,408;24,567;25,168;25,238;25,609;100,00;96,00;97,75;93,25;92,45;90,85
23,556;24,342;24,514;24,908;24,995;25,38;100,00;97,50;97,75;92,32;92,45;90,85
23,486;24,157;24,32;24,678;24,87;25,135;100,00;97,20;97,75;94,47;93,37;91,77
23,45;24,034;24,251;24,638;24,635;24,987;100,00;98,70;98,37;94,17;94,60;92,70
23,388;23,978;24,159;24,345;24,488;24,743;100,00;98,40;99,02;95,72;94,90;94,57
23,304;23,853;24,008;24,231;24,407;24,661;100,00;99,60;99,35;96,95;96,45;95,52
23,292;23,808;23,955;24,104;24,304;24,519;100,00;99,30;99,35;97,27;96,45;95,52
23,272;23,761;23,86;24,025;24,307;24,437;100,00;99,00;99,97;97,87;95,22;94,27
23,2;23,699;23,756;23,917;24,076;24,366;100,00;99,60;100,00;98,20;98,00;96,15
23,161;23,615;23,651;23,808;23,957;24,227;100,00;100,00;100,00;98,82;97,37;96,15
23,056;23,433;23,538;23,737;23,892;24,043;100,00;100,00;100,00;99,12;97,07;95,82
23,005;23,398;23,484;23,743;23,856;23,901;100,00;100,00;100,00;98,82;96,45;96,15
22,91;23,272;23,35;23,681;23,714;23,817;100,00;100,00;100,00;99,12;97,07;96,45
22,928;23,202;23,284;23,568;23,642;23,687;100,00;100,00;100,00;99,45;97,07;96,77
22,868;23,125;23,215;23,444;23,51;23,601;100,00;100,00;100,00;99,75;98,92;98,02
22,838;23,079;23,188;23,433;23,528;23,559;100,00;100,00;100,00;99,12;96,75;96,77
22,811;23,049;23,188;23,499;23,392;23,484;100,00;100,00;100,00;97,27;97,07;96,45
22,793;23,001;23,146;23,358;23,344;23,403;100,00;100,00;100,00;97,57;97,07;95,82
22,745;23,065;23,125;23,295;23,242;23,278;100,00;98,70;100,00;97,87;97,67;97,40
22,705;23,07;23,136;23,247;23,253;23,244;100,00;99,60;100,00;97,57;96,75;96,15
22,681;22,817;22,838;23,128;23,152;23,157;100,00;100,00;100,00;97,57;96,75;96,45
22,651;22,705;22,856;22,923;23,008;22,958;100,00;100,00;100,00;99,12;96,45;97,70
22,636;22,742;22,79;23,028;22,989;22,973;100,00;100,00;100,00;96,95;96,75;96,45
22,524;22,588;22,709;22,893;22,835;22,842;100,00;100,00;100,00;97,87;98,00;98,02
22,5;22,608;22,836;22,79;22,836;22,812;100,00;100,00;99,97;98,50;98,60;99,27
22,487;22,675;22,723;22,741;22,863;22,868;100,00;99,60;100,00;98,20;96,75;96,45
22,427;22,602;22,688;22,759;22,832;22,823;100,00;99,90;99,67;97,27;96,75;96,45
22,388;22,548;22,581;22,727;22,727;22,709;100,00;100,00;100,00;97,57;96,75;97,40
22,34;22,394;22,46;22,528;22,463;22,515;100,00;100,00;100,00;98,50;98,60;98,35
22,288;22,307;22,487;22,44;22,439;22,404;100,00;100,00;99,97;98,82;98,92;98,65
22,257;22,278;22,33;22,445;22,454;22,421;100,00;100,00;100,00;98,50;97,67;97,40
22,191;22,131;22,199;22,412;22,295;22,395;100,00;100,00;100,00;98,50;98,60;98,35
22,179;22,17;22,345;22,293;22,273;22,26;100,00;100,00;100,00;99,12;99,22;98,97
22,14;22,252;22,281;22,222;22,218;22,193;100,00;99,90;100,00;99,45;98,30;98,65
22,094;22,087;22,149;22,167;22,097;22,054;100,00;100,00;100,00;99,12;99,55;100,00
22,009;22,042;22,146;22,082;22,07;22,061;100,00;100,00;100,00;99,45;98,92;98,97
22,02;22;22,087;22,081;22,045;22,003;100,00;100,00;100,00;98,82;98,30;98,65
22,021;21,908;21,972;21,996;22,063;21,996;100,00;100,00;100,00;99,12;98,00;98,02
21,942;21,868;21,966;22,045;22,02;22,038;100,00;100,00;100,00;98,50;98,00;97,70
21,898;21,871;21,899;21,954;21,736;21,816;100,00;100,00;100,00;98,50;99,22;98,97
21,863;21,858;21,874;21,792;21,758;21,721;100,00;99,90;100,00;99,12;99,22;99,27
21,811;21,829;21,841;21,783;21,752;21,685;100,00;99,30;100,00;98,82;98,60;98,97
21,783;21,703;21,681;21,823;21,679;21,725;100,00;100,00;100,00;98,50;98,92;98,65
21,694;21,631;21,599;21,661;21,701;21,594;100,00;100,00;100,00;99,12;98,30;98,97
21,655;21,59;21,617;21,615;21,631;21,588;100,00;100,00;100,00;99,12;98,30;98,65
21,621;21,56;21,514;21,53;21,458;21,526;100,00;100,00;100,00;98,82;98,92;98,65
21,565;21,493;21,536;21,471;21,462;21,475;100,00;99,90;100,00;99,12;98,60;98,65
21,541;21,458;21,394;21,372;21,326;21,302;100,00;100,00;100,00;99,45;99,85;99,92
21,416;21,167;21,127;21,346;21,357;21,287;100,00;100,00;100,00;100,00;99,22;99,92
21,283;21,063;21,045;21,21;21,28;21,32;100,00;100,00;100,00;100,00;99,85;99,60
21,333;20,986;20,964;21,073;21,1;21,194;100,00;100,00;100,00;100,00;100,00;99,60
21,361;20,955;20,893;21,143;21,113;21,201;100,00;100,00;100,00;100,00;100,00;99,60
21,32;20,896;20,825;20,882;20,976;20,998;100,00;100,00;100,00;100,00;100,00;100,00
21,229;20,836;20,854;20,822;20,933;20,913;100,00;100,00;100,00;100,00;100,00;100,00
21,24;20,749;20,783;20,813;20,845;20,934;100,00;100,00;100,00;100,00;100,00;100,00
21,277;20,831;20,717;20,745;20,72;20,845;100,00;100,00;100,00;100,00;100,00;100,00
21,214;20,734;20,669;20,754;20,688;20,838;100,00;100,00;100,00;100,00;100,00;100,00
