T_ZONE1;T_ZONE2;T_ZONE3;T_ZONE4;T_ZONE5;T_ZONE6;H_ZONE1;H_ZONE2;H_ZONE3;H_ZONE4;H_ZONE5;H_ZONE6
25,2;30,279;28,843;30,988;28,275;29,445;94,22;67,10;71,12;68,07;73,32;70,60
25,151;30,738;29,064;30,711;28,14;28,804;95,77;66,25;74,45;66,32;76,55;71,17
25,179;30,959;28,914;31,162;28,489;29,395;95,77;66,52;74,75;67,47;70,97;69,70
25,275;31,08;28,944;30,042;28,996;29,077;95,77;67,65;70,82;70,70;71,27;70,00
25,456;30,429;28,504;30,093;28,433;28,979;96,40;70,17;76,27;69,52;73,32;70,87
26,012;31,035;29,493;30,876;28,474;29,244;95,15;66,25;70,22;66,90;72,72;71,17
26,083;31,03;29,647;30,532;28,687;29,639;94,22;67,92;75,65;66,90;69,25;68,82
26,233;31,093;29,426;30,314;28,939;29,811;94,85;69,90;68,72;66,60;68,07;67,35
27,787;29,738;28,835;29,827;29,428;29,555;88,37;76,12;74,15;68,65;67,22;67,07
27,559;29,156;29,284;30,274;29,637;29,545;89,00;72,15;72,32;67,77;66,05;70,00
30,51;29,679;29,564;29,824;30,324;30,034;76,92;76,42;64,87;67,47;61,77;65,02
36,409;29,932;29,491;30,114;30,162;30,034;55,12;68,77;68,72;64,30;63,47;64,15
36,109;29,875;29,997;29,701;29,576;29,717;58,80;67,10;66,05;65,15;64,90;65,90
33,314;29,48;29,636;29,938;29,392;29,902;65,15;76,70;66,65;65,15;63,47;66,47
39,274;29,827;30,031;30,084;30,857;30,261;48,65;63,20;64,00;63,42;62,05;63,57
41,764;30,606;30,152;30,282;30,186;30,93;45,05;73,57;63,10;64,57;62,62;62,40
40,451;30,46;30,216;30,412;30,946;30,64;48,38;63,20;61,65;60,85;60,05;59,22
41,278;30,783;30,324;31,412;30,986;31,341;47,53;67,10;59,30;58,82;56,10;60,10
40,195;30,669;30,567;31,336;31,324;30,793;47,53;58,80;57,85;54,85;55,27;56,37
41,337;32,935;30,165;31,396;31,359;31,472;46,43;55,80;62,52;56,27;55,55;56,95
40,335;32,521;30,404;31,253;32,017;31,506;49,50;65,42;61,35;57,97;54,70;56,37
41,862;32,264;30,616;30,983;31,41;31,188;43,13;58,80;63,40;60,27;55,55;57,22
41,314;33,232;30,904;31,337;32,343;31,945;44,50;61,27;57,27;57,42;54,42;55,25
40,619;33,231;30,831;31,781;32,458;31,612;44,50;53,10;60,17;54,85;52,20;54,10
41,981;32,29;30,769;31,848;32,299;32,241;40,65;55,00;58,42;54,02;49,98;52,40
40,41;31,336;31,185;31,865;31,955;32,312;43,68;54,72;56,67;49,80;51,10;51,85
41,106;30,346;31,277;32,164;32,136;32,368;41,48;60,17;54,37;52,33;50,53;50,45
38,047;30,441;31,305;31,878;32,017;32,524;50,33;61,82;54,95;53,72;52,20;51,58
37,358;30,835;31,091;31,858;32,297;31,925;50,05;57,45;56,67;54,30;50,83;53,25
37,779;30,665;31,23;32,074;32,676;32,225;49,20;58,25;53,52;51,78;49,98;51,00
36,287;30,91;31,832;31,945;32,207;32,207;57,10;55,00;53,80;51,78;51,65;51,58
32,743;30,64;31,762;31,992;32,74;32,466;66,60;57,72;53,22;51,48;49,70;51,00
31,422;31,104;31,724;31,997;32,694;32,33;69,52;54,72;54,67;53,17;49,15;51,00
30,426;30,901;32,174;32,547;32,117;32,572;74,82;57,17;51,80;50,93;52,75;51,28
29,967;31,062;31,909;32,22;32,737;32,547;76,92;55,00;51,50;50,93;49,15;49,60
31,316;31,064;32,447;32,442;32,709;32,757;73,95;55,80;49,53;50,65;48,05;49,33
30,468;31,454;32,141;32,646;32,687;32,453;76,92;52,57;50,38;48,98;48,05;49,05
29,985;31,269;31,684;32,717;33,224;32,997;77,20;54,20;54,67;48,98;47,50;47,65
29,569;31,03;32,236;32,659;33,126;33,297;78,70;58,80;49,53;50,65;47,50;47,65
29,012;31,632;32,563;32,638;32,785;32,613;80,20;51,78;48,38;48,98;48,60;48,78
28,928;31,469;32,814;32,549;33,146;32,676;75,12;54,20;49,80;48,43;47,50;49,33
28,804;31,873;33,395;33,332;32,985;32,965;80,50;52,30;46,68;47,58;47,23;48,20
28,785;31,695;33,916;33,342;33,364;33,606;80,80;52,03;45,28;47,03;45,33;46,83
28,642;31,955;32,876;33,43;33,557;33,482;79,60;50,18;47,25;46,48;45,58;45,98
28,943;32,126;33,222;33,486;34,038;33,461;77,20;55,00;48,10;46,20;45,05;46,25
28,96;31,876;32,866;33,983;34,054;33,748;79,60;53,65;47,25;45,93;44,78;45,70
28,913;32,051;32,544;33,466;33,877;33,646;81,70;52,57;48,38;44,28;44,50;44,88
28,631;31,971;32,867;33,437;33,414;33,337;84,12;49,63;48,10;46,20;44,50;45,98
28,878;32,036;32,935;33,886;33,909;33,72;78,10;54,72;46,40;45,93;43,95;45,43
28,777;31,671;32,778;33,922;33,758;33,75;80,20;57,45;48,10;44,83;43,40;44,05
28,779;32,241;33,162;33,911;34,018;33,823;82,62;51,78;46,13;44,83;42,05;44,05
28,909;32,131;33,078;33,629;34,198;33,71;82,00;48,83;45,28;44,83;41,25;44,33
28,651;31,963;32,967;33,825;34,037;33,899;84,42;50,70;47,83;44,00;43,68;44,88
28,19;31,907;32,952;33,926;34,005;33,694;85,95;48,58;42,75;43,73;42,60;42,68
28,832;32,725;33,481;33,745;33,825;33,931;78,10;43,55;48,38;40,98;40,98;41,03
28,444;31,715;33,314;34,352;34,165;34,254;82,62;62,65;44,45;40,98;39,63;40,48
28,505;31,514;32,161;34,303;34,43;34,072;82,62;59,35;55,52;40,98;40,98;41,30
28,267;31,057;33,051;33,745;34,562;33,899;80,50;56,62;44,45;47,03;39,90;41,58
28,557;31,604;32,809;34,195;34,526;34,67;83,22;53,65;45,85;39,63;39,90;39,13
28,29;31,277;33,118;34,075;34,323;33,84;83,22;54,72;46,40;41,53;42,05;41,85
28,118;31,107;32,785;34,273;34,584;34,183;84,72;62,65;46,68;42,08;40,98;41,30
28,145;31,643;33,028;34,187;34,254;34,224;85,02;53,37;45,28;40,70;39,90;41,85
28,139;31,412;32,076;34,257;34,842;34,29;82,30;57,97;54,67;40,43;39,63;41,03
27,918;30,429;31,901;34,217;34,236;34,045;84,72;61,55;54,67;42,90;40,43;41,03
27,94;30,079;32,539;33,793;34,239;33,579;81,40;65,42;51,50;44,55;39,90;42,95
27,956;31,63;32,656;33,944;33,934;33,917;87,47;50,70;47,83;44,00;41,50;44,60
28,006;30,954;31,607;34,07;34,486;33,718;89,00;64,02;55,25;41,80;43,13;40,75
27,861;30,33;32,253;34,648;34,295;34,146;87,17;62,65;48,95;39,90;40,43;41,58
27,917;30,543;31,777;35,797;34,382;33,978;86,55;62,37;55,82;38,00;41,78;44,60
27,772;30,248;31,677;34,854;34,401;34,04;90,22;65,15;56,67;45,10;42,33;42,95
27,708;30,25;31,287;33,812;35,58;34,474;89,92;67,65;58,42;42,90;39,90;40,23
27,587;30,136;31,064;33,701;34,237;33,906;90,82;67,10;60,17;46,75;46,13;39,95
27,577;29,993;31,37;34,239;37,612;33,569;90,52;69,90;61,92;45,93;37,48;45,15
27,408;29,873;30,521;36,34;34,457;34,094;93,92;67,37;64,57;39,63;44,78;42,40
27,205;29,393;30,575;33,713;33,522;33,156;92,67;71,57;58,72;48,70;46,68;47,65
27,233;29,585;30,333;32,753;34,33;33,567;92,67;73,27;65,17;48,98;43,95;46,55
27,083;28,821;30,279;31,817;33,552;32,819;92,37;71,87;62,52;54,85;49,43;50,73
26,95;28,884;30,023;31,855;33,447;32,648;89,60;71,87;65,17;56,27;46,68;51,85
26,911;28,581;29,822;31,583;32,621;32,516;92,07;73,27;65,17;56,00;52,20;53,25
26,757;28,533;29,607;31,508;31,336;32,438;93,30;73,85;65,77;55,70;54,15;50,45
26,684;28,361;29,531;30,936;31,534;32,009;94,22;77,27;69,02;58,82;56,95;57,22
26,576;28,076;28,827;30,579;31,277;31,803;93,60;76,70;68,45;59,40;56,10;53,82
26,464;27,873;28,947;30,308;31,352;31,547;93,30;77,85;70,22;60,85;53,60;55,25
26,336;27,647;28,521;29,568;30,633;31,484;95,77;76,97;73,85;63,72;60,35;55,80
26,226;27,462;28,145;29,637;30,418;31,149;92,67;79,27;72,32;62,85;58,65;58,67
26,097;27,211;28,082;30,22;29,908;31,033;92,07;74,42;72,32;63,42;66,62;61,25
26,029;26,973;27,685;30,54;29,541;30,352;93,92;80,15;72,02;61,70;62,90;64,45
25,94;26,792;27,434;28,927;28,857;29,887;94,52;76,97;74,15;64,87;64,62;60,97
25,787;26,781;27,292;28,256;28,538;29,393;94,22;81,30;77,77;67,77;71,85;67,95
25,705;26,612;27,081;28,092;28,256;29,119;93,92;84,50;77,17;69,82;71,27;69,12
25,619;26,442;26,737;27,675;27,95;28,735;94,85;87,70;85,47;73,05;71,27;70,00
25,512;26,132;26,481;27,382;27,812;28,292;97,32;88,87;83,30;75,12;73,32;70,87
25,439;26,014;26,342;27,081;27,408;28,217;97,65;87,12;83,00;77,50;77,72;72,37
25,322;25,93;26,155;26,704;27,332;27,892;98,27;90,65;86,10;81,07;75,67;75,05
25,215;25,766;25,844;26,791;26,996;27,607;97,65;90,35;90,47;80,47;79,20;75,95
25,113;25,592;25,691;26,584;27,214;27,495;98,27;90,65;90,47;84,10;75,95;76,25
25,103;25,395;25,567;26,676;26,806;27,242;97,95;90,95;92,05;80,77;78,32;76,55
25,039;25,398;25,593;26,47;26,703;26,963;99,52;92,72;91,72;81,37;78,62;78,05
25,034;25,371;25,442;26,639;26,622;26,882;99,82;91,25;92,05;79,57;78,92;77,75
24,993;25,232;25,598;26,329;26,333;26,538;98,27;92,42;89,85;81,97;80,10;81,05
24,907;25,182;25,673;26,147;26,513;26,541;99,82;93,92;87,65;82,57;78,02;79,25
24,881;25,25;25,751;26,501;26,279;26,502;99,82;90,95;87,35;78,97;79,80;78,95
24,892;25,266;25,682;26,117;26,057;26,241;99,20;90,95;88,27;81,67;81,60;80,75
24,755;25,13;25,276;26,005;25,817;26,118;100,00;92,42;92,35;82,57;82,77;81,35
24,659;25,015;25,142;25,567;25,554;25,885;99,82;93,62;91,42;85,90;84,27;84,10
24,635;24,872;24,996;25,603;25,616;25,942;100,00;93,02;93,30;85,00;84,27;82,27
24,576;24,791;25,211;25,351;25,38;25,516;100,00;94,80;88,90;86,82;84,87;85,62
24,579;24,864;25,365;25,403;25,313;25,474;100,00;92,12;88,27;85,60;84,87;85,62
24,575;24,831;25,284;25,322;25,273;25,346;99,82;93,32;88,90;86,22;85,47;85,92
24,538;24,807;24,952;25,247;25,22;25,63;99,82;93,02;91,42;86,82;87,00;82,57
24,454;24,638;24,945;25,057;25,053;25,407;100,00;94,20;89,85;87,72;86,40;84,40
24,416;24,747;24,954;25,162;24,804;25,141;100,00;91,25;90,15;86,22;88,80;86,85
24,376;24,694;24,763;25,126;24,787;25,186;100,00;91,82;92,05;85,90;89,10;85,92
24,357;24,561;24,898;24,738;24,816;24,946;100,00;93,02;89,52;89,25;87,00;87,15
24,302;24,57;24,801;24,829;24,72;24,878;100,00;92,42;90,77;88,05;88,20;88,07
24,26;24,519;24,676;24,502;24,763;24,914;100,00;92,42;90,77;90,77;87,60;85,62
24,209;24,42;24,569;24,667;24,578;25,022;100,00;92,72;91,42;88,35;89,10;85,92
24,16;24,336;24,538;24,434;24,561;24,578;100,00;91,82;91,42;90,47;87,30;89,00
24,114;24,316;24,348;24,349;24,428;24,47;100,00;93,02;93,00;91,10;88,50;90,55
24,065;24,178;24,348;24,322;24,268;24,656;100,00;94,80;92,05;90,77;90,62;87,15
24,022;24,144;24,333;24,295;24,23;24,327;100,00;93,62;92,05;90,47;90,02;90,22
23,972;24,109;24,296;24,266;24,133;24,325;100,00;93,32;92,05;90,47;90,62;89,92
23,948;24,077;24,159;24,168;24,337;24,249;100,00;93,62;93,00;91,10;87,60;90,55
23,899;23,942;24,014;24,162;24,059;24,352;100,00;94,80;93,30;90,77;90,32;88,37
23,854;23,866;23,916;24,091;23,919;24,538;100,00;95,40;94,87;90,77;91,55;86,85
23,797;23,791;23,905;24,008;23,976;24,194;100,00;95,10;93,62;90,77;90,32;89,92
23,77;23,756;23,949;23,997;23,997;24,216;100,00;94,50;92,67;90,47;89,72;89,00
23,762;23,719;23,803;23,952;23,85;24,07;100,00;96,30;93,62;90,47;90,62;90,22
23,714;23,681;23,804;23,899;23,982;24,127;100,00;95,10;93,30;90,77;88,50;88,70
23,646;23,591;23,774;23,887;23,786;23,963;100,00;96,00;93,00;90,17;90,02;90,55
23,663;23,604;23,582;23,889;23,874;23,979;100,00;96,00;96,47;89,57;88,20;89,62
23,513;23,495;23,344;23,767;23,654;23,826;100,00;98,70;99,02;90,17;90,32;90,22
23,447;23,209;23,248;23,373;23,487;23,598;100,00;99,30;99,35;96,65;91,55;92,10
23,466;23,23;23,133;23,531;23,462;23,61;100,00;99,00;100,00;92,62;91,25;91,15
23,307;23,034;22,916;23,392;23,338;23,519;100,00;98,70;100,00;93,85;92,15;91,15
23,283;22,874;22,996;23,301;23,45;23,278;100,00;99,60;99,35;93,85;90,02;93,65
23,382;23,067;23,065;23,683;23,66;23,884;100,00;99,90;98,70;89,87;89,72;88,37
23,361;23,116;23,208;23,498;23,556;23,702;100,00;97,50;96,80;91,10;90,02;89,62
23,383;23,121;23,428;23,416;23,406;23,428;100,00;97,50;93,30;91,10;90,32;90,85
23,374;23,226;23,398;23,502;23,394;23,428;100,00;97,80;93,62;90,47;89,42;90,85
23,328;23,176;23,338;23,549;23,582;23,489;100,00;97,50;94,25;89,25;87,30;89,62
23,28;23,1;23,1;23,504;23,398;23,577;99,82;98,10;98,37;89,57;88,80;89,30
23,245;22,98;23,172;23,365;23,223;23,355;100,00;98,70;94,25;90,47;90,32;90,22
23,251;23,098;23,193;23,274;23,475;23,338;100,00;96,90;93,62;90,77;87,90;90,85
23,257;23,142;23,355;23,454;23,356;23,344;100,00;96,30;91,72;88,95;88,20;89,62
23,304;23,157;23,284;23,437;23,582;23,573;100,00;96,30;93,62;88,35;86,70;87,45
23,292;23,086;23,173;23,498;23,391;23,487;100,00;95,40;94,25;88,05;87,90;88,37
23,181;23,062;23,181;23,338;23,529;23,41;100,00;96,60;94,87;89,57;86,10;88,70
23,218;23,088;23,151;23,483;23,663;23,69;100,00;97,20;93,92;88,05;86,70;87,77
23,254;23,061;23,106;23,379;23,468;23,856;100,00;96,30;94,57;89,87;89,10;87,45
23,215;23,037;23,079;23,259;23,376;23,789;100,00;96,60;93,92;90,77;89,10;87,77
23,151;22,996;23,091;23,394;23,808;24,083;100,00;96,30;94,87;88,95;85,17;85,32
23,166;23,001;23,13;23,424;23,483;23,744;100,00;96,90;94,57;88,95;87,90;87,77
23,197;23,005;23,023;23,332;23,323;23,658;100,00;96,90;95,82;89,57;89,42;87,45
23,133;22,996;23,278;23,365;23,493;23,52;100,00;97,20;92,35;89,57;87,30;88,70
23,134;23,004;23,322;23,454;23,804;23,504;100,00;96,60;93,30;88,35;83,67;88,70
23,098;22,983;23,008;23,66;23,782;24,111;100,00;97,50;95,82;88,65;87,30;85,62
23,074;22,934;22,919;23,313;23,385;24,153;100,00;98,40;96,15;90,17;89,42;86,22
23,106;22,892;22,929;23,313;23,655;23,911;100,00;98,10;96,15;90,17;88,20;87,15
23,01;22,884;22,866;23,544;23,568;23,907;100,00;96,90;96,80;88,95;87,00;86,85
22,965;22,872;22,875;23,298;23,437;23,627;100,00;99,60;97,42;90,47;88,50;87,77
22,968;22,823;22,806;23,866;23,89;24,34;100,00;98,10;98,70;87,42;86,70;85,00
22,88;22,735;22,905;23,331;23,609;23,637;100,00;99,00;97,42;89,57;87,00;88,07
22,911;22,736;22,729;23,377;23,765;24,07;100,00;99,00;99,35;90,17;88,80;85,62
22,911;22,696;22,727;23,292;23,403;23,621;100,00;99,60;98,07;90,77;88,20;88,37
22,901;22,673;22,688;23,403;23,374;23,905;100,00;98,70;98,70;89,57;89,72;87,15
22,83;22,585;22,646;23,086;23,271;23,353;100,00;99,60;99,35;91,70;89,72;90,22
22,86;22,59;22,739;23,067;23,486;23,32;100,00;99,60;98,70;92,02;88,50;90,22
22,824;22,572;22,628;23,19;23,227;23,732;100,00;98,10;99,35;92,62;91,85;88,37
22,678;22,497;22,582;22,992;23,161;23,723;100,00;99,60;98,70;93,55;91,55;89,30
22,776;22,539;22,566;23,088;23,064;23,26;100,00;99,90;99,35;92,62;92,15;91,77
22,73;22,451;22,487;22,856;23,029;23,731;100,00;99,90;99,97;94,77;92,15;89,62
22,76;22,421;22,373;22,926;22,98;23,227;100,00;99,30;100,00;94,47;92,77;92,10
22,742;22,422;22,31;22,631;22,938;23,146;100,00;100,00;100,00;96,65;92,45;92,40
22,61;22,209;22,291;22,67;22,853;23,037;100,00;100,00;100,00;96,95;94,60;93,02
22,61;22,294;22,322;22,609;22,845;22,959;100,00;100,00;100,00;96,95;94,00;93,65
22,648;22,306;22,463;22,615;23,017;22,907;100,00;100,00;100,00;97,57;92,15;94,90
22,584;22,298;22,342;22,947;22,901;23,323;100,00;100,00;100,00;95,10;93,37;92,40
22,648;22,27;22,29;22,818;22,697;23,049;100,00;100,00;100,00;95,72;95,52;93,95
22,516;22,272;22,287;22,735;22,803;22,952;100,00;100,00;100,00;95,40;94,00;94,27
22,593;22,354;22,318;22,893;22,856;22,956;100,00;100,00;100,00;94,47;93,67;93,95
22,582;22,306;22,281;22,808;22,845;22,89;100,00;100,00;100,00;94,77;93,67;94,57
22,618;22,27;22,398;22,64;22,691;22,82;100,00;100,00;100,00;96,65;94,90;95,20
22,564;22,281;22,239;22,817;23,367;23,124;100,00;100,00;100,00;94,77;90,02;93,32
22,489;22,263;22,173;22,457;23,145;23,719;100,00;100,00;100,00;98,82;93,37;89,92
22,488;22,208;22,124;22,672;22,803;23,103;100,00;100,00;100,00;96,32;94,30;93,65
22,491;22,203;22,264;22,494;22,925;22,931;100,00;100,00;100,00;97,57;92,77;93,95
22,5;22,179;22,061;22,634;22,723;23,008;100,00;100,00;100,00;96,95;94,90;93,95
22,466;22,1;22,073;22,448;22,581;22,757;100,00;100,00;100,00;96,95;95,52;95,52
22,512;22,146;22,072;22,648;22,85;22,884;100,00;100,00;100,00;96,02;94,00;94,57
22,503;22,087;22,033;22,506;22,591;22,83;100,00;100,00;100,00;97,27;96,15;94,90
22,488;22,117;22,06;22,281;23,049;22,986;100,00;100,00;100,00;99,75;92,15;95,20
22,457;22,142;22,051;22,569;23,026;23,678;100,00;100,00;100,00;97,27;93,37;89,92
22,419;22,117;22,102;22,636;22,958;23,127;100,00;100,00;100,00;96,32;93,07;93,65
22,431;22,085;22,029;22,756;22,916;23,493;100,00;100,00;100,00;95,40;94,30;90,55
22,427;22,078;22,003;22,57;23,37;23,657;100,00;100,00;100,00;96,65;92,15;89,62
22,427;22,067;22;22,645;23,184;23,868;100,00;100,00;100,00;96,32;94,00;88,70
22,389;22,03;21,988;22,476;22,66;23,532;100,00;100,00;100,00;97,57;95,52;90,85
22,369;22,018;22,102;22,397;22,464;22,884;100,00;100,00;100,00;97,87;96,15;94,90
22,298;22,021;21,975;22,445;22,464;22,77;100,00;100,00;100,00;97,27;96,15;94,90
22,16;21,776;21,832;22,179;22,006;22,284;100,00;100,00;100,00;99,45;99,85;99,27
22,248;21,773;21,768;21,782;21,645;21,709;100,00;100,00;100,00;100,00;100,00;100,00
22,17;21,771;21,966;21,673;21,795;21,667;100,00;100,00;100,00;100,00;100,00;100,00
22,109;21,856;21,944;21,889;21,849;21,846;100,00;100,00;100,00;100,00;99,55;100,00
22,067;21,797;21,88;21,819;21,774;21,712;100,00;100,00;100,00;100,00;100,00;100,00
22,112;21,829;21,786;21,777;21,67;21,713;100,00;100,00;100,00;100,00;100,00;100,00
22,109;21,794;21,752;21,695;21,756;21,651;100,00;100,00;100,00;100,00;99,85;100,00
21,957;21,661;21,587;21,706;21,45;21,538;100,00;100,00;100,00;100,00;100,00;100,00
21,986;21,581;21,556;21,47;21,392;21,351;100,00;100,00;100,00;100,00;100,00;100,00
22,024;21,648;21,785;21,471;21,847;21,551;100,00;100,00;100,00;100,00;99,22;100,00
21,948;21,651;21,496;21,698;21,678;21,669;100,00;100,00;100,00;100,00;100,00;100,00
21,981;21,566;21,47;21,535;21,565;21,535;100,00;100,00;100,00;100,00;100,00;100,00
22,027;21,6;21,568;21,631;21,71;21,612;100,00;100,00;100,00;100,00;99,55;100,00
22,005;21,535;21,493;21,582;21,51;21,721;100,00;100,00;100,00;100,00;100,00;100,00
21,896;21,526;21,327;21,535;21,524;21,492;100,00;100,00;100,00;100,00;100,00;100,00
21,81;21,438;21,366;21,315;21,311;21,455;100,00;100,00;100,00;100,00;100,00;100,00
21,91;21,474;21,369;21,323;21,585;21,553;100,00;100,00;100,00;100,00;100,00;100,00
21,898;21,428;21,274;21,475;21,548;21,737;100,00;100,00;100,00;100,00;100,00;100,00
21,814;21,284;21,259;21,228;21,305;21,492;100,00;100,00;100,00;100,00;100,00;100,00
21,808;21,254;21,238;21,296;21,24;21,342;100,00;100,00;100,00;100,00;100,00;100,00
21,774;21,29;21,262;21,177;21,133;21,161;100,00;100,00;100,00;100,00;100,00;100,00
21,884;21,441;21,385;21,165;21,268;21,229;100,00;100,00;100,00;100,00;100,00;100,00
21,91;21,45;21,373;21,391;21,434;21,404;100,00;100,00;100,00;100,00;100,00;100,00
21,902;21,478;21,349;21,575;21,554;21,526;100,00;100,00;100,00;100,00;100,00;100,00
21,977;21,539;21,453;21,591;21,514;21,623;100,00;100,00;100,00;100,00;100,00;100,00
22,038;21,593;21,675;21,557;21,612;21,63;100,00;100,00;100,00;100,00;100,00;100,00
22,093;21,661;21,594;21,628;21,606;21,614;100,00;100,00;100,00;100,00;100,00;100,00
22,069;21,633;21,587;21,676;21,654;21,664;100,00;100,00;100,00;100,00;100,00;100,00
22,067;21,649;21,587;21,785;21,721;21,788;100,00;100,00;100,00;100,00;99,85;100,00
22,069;21,682;21,566;21,752;21,591;21,692;100,00;100,00;100,00;100,00;100,00;100,00
22,029;21,602;21,446;21,62;21,514;21,643;100,00;100,00;100,00;100,00;100,00;100,00
21,834;21,364;21,321;21,517;21,373;21,562;100,00;100,00;100,00;100,00;100,00;100,00
21,782;21,257;21,275;21,306;21,305;21,404;100,00;100,00;100,00;100,00;100,00;100,00
21,692;21,247;21,164;21,312;21,318;21,321;100,00;100,00;100,00;100,00;100,00;100,00
21,676;21,155;21,109;21,167;21,108;21,191;100,00;100,00;100,00;100,00;100,00;100,00
21,658;21,116;21,075;21,062;21,183;21,128;100,00;100,00;100,00;100,00;100,00;100,00
21,709;21,115;20,996;21,127;20,928;20,992;100,00;100,00;100,00;100,00;100,00;100,00
21,605;21,02;20,934;20,893;20,771;20,736;100,00;100,00;100,00;100,00;100,00;100,00
21,6;21,013;20,976;20,851;20,814;20,722;100,00;100,00;100,00;100,00;100,00;100,00
21,536;21,017;21,079;20,888;20,856;20,853;100,00;100,00;100,00;100,00;100,00;100,00
21,524;21,125;21,094;20,948;20,859;20,813;100,00;100,00;100,00;100,00;100,00;100,00
21,657;21,148;21,136;20,973;20,97;20,882;100,00;100,00;100,00;100,00;100,00;100,00
21,563;21,1;20,959;21,035;20,859;20,934;100,00;100,00;100,00;100,00;100,00;100,00
21,45;21,004;20,899;20,859;20,777;20,767;100,00;100,00;100,00;100,00;100,00;100,00
21,389;20,928;20,945;20,822;20,799;20,764;100,00;100,00;100,00;100,00;100,00;100,00
21,483;20,891;20,848;20,893;20,709;20,764;100,00;100,00;100,00;100,00;100,00;100,00
21,475;20,893;20,968;20,691;20,731;20,619;100,00;100,00;100,00;100,00;100,00;100,00
21,481;21,005;21,005;20,863;20,823;20,798;100,00;100,00;100,00;100,00;100,00;100,00
21,562;21,007;20,943;20,928;20,887;20,93;100,00;100,00;100,00;100,00;100,00;100,00
21,524;20,977;20,962;20,813;20,968;20,936;100,00;100,00;100,00;100,00;100,00;100,00
21,53;21,119;20,985;20,847;20,948;20,983;100,00;100,00;100,00;100,00;100,00;100,00
21,514;21,017;20,967;20,989;20,971;21,155;100,00;100,00;100,00;100,00;100,00;100,00
21,474;20,973;21,005;20,99;20,948;21,125;100,00;100,00;100,00;100,00;100,00;100,00
21,461;20,992;20,962;20,946;20,887;20,928;100,00;100,00;100,00;100,00;100,00;100,00
21,519;21,007;21,115;20,913;21,03;20,906;100,00;100,00;100,00;100,00;100,00;100,00
21,618;21,232;21,329;21,116;21,18;21,214;100,00;100,00;100,00;100,00;100,00;100,00
21,643;21,287;21,41;21,259;21,24;21,275;100,00;100,00;100,00;100,00;100,00;100,00
21,743;21,504;21,527;21,446;21,284;21,334;100,00;100,00;100,00;100,00;100,00;100,00
21,813;21,539;21,562;21,544;21,416;21,599;100,00;100,00;100,00;100,00;100,00;100,00
21,759;21,611;21,743;21,587;21,614;21,554;100,00;100,00;100,00;100,00;100,00;100,00
21,838;21,761;21,881;21,788;21,724;21,822;100,00;100,00;100,00;100,00;100,00;100,00
21,847;21,819;21,901;21,913;21,765;21,924;100,00;100,00;100,00;100,00;100,00;100,00
22,03;21,828;22,05;21,984;21,951;21,974;100,00;100,00;100,00;100,00;100,00;100,00
22,112;21,969;22,257;22,197;22,163;22,479;100,00;100,00;100,00;99,75;98,60;98,97
22,29;22,333;22,489;22,389;22,533;22,546;100,00;100,00;99,67;98,50;97,37;98,65
22,442;22,473;22,805;22,679;22,932;22,812;100,00;99,00;98,70;97,57;95,82;98,02
22,666;22,851;22,95;23,097;23,194;23,543;100,00;97,20;98,37;96,32;95,22;94,90
22,809;22,98;23,116;23,205;23,067;23,631;100,00;98,40;98,07;96,32;95,82;93,95
22,91;23,115;23,328;23,412;23,54;24,026;100,00;99,60;98,07;95,40;94,90;92,40
23,034;23,358;23,453;23,771;23,78;24,796;100,00;96,90;97,42;94,77;94,60;89,92
23,232;23,304;23,628;23,853;24,46;24,431;100,00;97,80;96,47;95,10;92,15;93,32
23,43;23,759;24,132;24,168;24,872;25,867;100,00;94,80;94,57;93,25;88,80;84,70
23,447;24,209;24,33;24,525;27,647;28,367;100,00;95,10;94,25;91,70;80,40;74,75
23,454;24,194;24,32;25,792;28,805;29,407;99,82;95,40;93,00;87,42;76,85;72,95
23,434;24,363;24,672;28,062;29,522;29,677;98,90;90,65;86,40;78,10;66,62;61,25
23,445;24,622;25,221;29,183;29,525;30,133;97,32;87,70;83,00;68,95;67,22;64,45
23,525;24,735;25,648;29,637;27,385;30,077;98,57;85,95;80,85;65,45;72,15;58,67
23,568;25,018;25,699;30,397;26,965;29,878;96,07;85,07;80,55;62,85;74,50;60,67
23,743;25,27;25,665;29,233;27,126;29,488;95,77;82,17;81,77;66,32;73,32;63,27
23,823;25,517;26,387;28,661;27,607;28,211;94,85;80,42;74,75;69,82;72,45;64,45
23,997;26,587;26,753;29,045;27,38;27,95;92,67;74,97;74,45;66,60;70,70;66,17
24,237;26,841;27,067;29,187;27,416;28,709;92,37;74,97;72,02;67,20;69,52;61,82
24,311;28,039;28,05;29,409;27,473;29,865;91,45;68,77;68,45;64,87;68,65;59,80
24,502;27,666;28,411;30,428;28,023;30,712;90,52;72,42;67,25;61,40;66,92;55,25
24,713;27,549;28,753;30,548;27,901;30,37;88,07;71,30;65,17;60,27;67,80;57,22
24,869;27,521;29,537;31,721;28,215;30,796;89,60;71,02;65,47;56,85;67,22;56,10
25,088;28,425;29,911;30,574;28,821;31,817;88,70;67,10;63,70;60,85;65,20;52,13
25,651;29,704;30,175;31,912;29,181;32,771;87,47;62,65;63,40;56,85;63,20;51,28
25,648;31,311;30,465;31,889;29,13;32,694;87,17;57,72;63,70;57,42;62,62;50,45
